
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

"Pap Test in Past 3 Years, No Hysterectomy"
"All Races (includes Hispanic), Female, Ages 21-65"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Ashtabula County, Ohio",39007,66.5 ,52.3, 80.3
"Caldwell County, North Carolina",37027,66.5 ,57.7, 74.7
"Cass County, Illinois",17017,66.5 ,47.7, 83.5
"Cass County, Nebraska",31025,66.5 ,51.6, 80.7
"Daviess County, Indiana",18027,66.5 ,48.3, 83.0
"Florence County, Wisconsin",55037,66.5 ,47.8, 83.6
"Franklin County, Missouri",29071,66.5 ,54.0, 78.2
"Ida County, Iowa",19093,66.5 ,47.8, 83.4
"Kent County, Maryland",24029,66.5 ,50.5, 81.4
"McDonough County, Illinois",17109,66.5 ,54.5, 77.7
"Renville County, Minnesota",27129,66.5 ,50.5, 81.2
"Rutherford County, North Carolina",37161,66.5 ,49.4, 82.3
"Winchester City, Virginia",51840,66.5 ,48.9, 82.5
"Clay County, Indiana",18021,66.4 ,52.0, 79.6
"Dawes County, Nebraska",31045,66.4 ,51.3, 80.8
"Freeborn County, Minnesota",27047,66.4 ,51.3, 80.7
"Henry County, Ohio",39069,66.4 ,48.3, 82.6
"Lewis County, Tennessee",47101,66.4 ,47.5, 83.4
"Madison County, North Carolina",37115,66.4 ,48.2, 83.2
"Pawnee County, Nebraska",31133,66.4 ,49.0, 82.2
"Santa Rosa County, Florida",12113,66.4 ,53.4, 78.8
"Suffolk County, Massachusetts",25025,66.4 ,57.8, 74.9
"Towner County, North Dakota",38095,66.4 ,47.7, 83.3
"West Carroll Parish, Louisiana",22123,66.4 ,47.8, 83.4
"Anderson County, South Carolina",45007,66.3 ,57.5, 75.3
"Attala County, Mississippi",28007,66.3 ,50.7, 81.2
"Becker County, Minnesota",27005,66.3 ,51.9, 80.2
"Coffee County, Alabama",01031,66.3 ,55.0, 77.3
"Fremont County, Colorado",08043,66.3 ,50.3, 81.2
"Gloucester County, New Jersey",34015,66.3 ,51.2, 80.4
"Iron County, Utah",49021,66.3 ,52.2, 80.2
"Levy County, Florida",12075,66.3 ,50.3, 81.3
"McCone County, Montana",30055,66.3 ,47.7, 83.3
"Mississippi County, Arkansas",05093,66.3 ,49.6, 81.5
"Okeechobee County, Florida",12093,66.3 ,50.2, 81.7
"Quitman County, Georgia",13239,66.3 ,48.6, 82.5
"Staunton City, Virginia",51790,66.3 ,49.8, 81.5
"Texas County, Missouri",29215,66.3 ,48.3, 82.9
"Ada County, Idaho",16001,66.2 ,54.9, 77.3
"Campbell County, Tennessee",47013,66.2 ,47.4, 83.4
"Delaware County, Oklahoma",40041,66.2 ,50.7, 80.9
"Fayette County, Ohio",39047,66.2 ,51.0, 80.7
"Grenada County, Mississippi",28043,66.2 ,50.2, 81.2
"Haralson County, Georgia",13143,66.2 ,48.4, 82.5
"Hot Springs County, Wyoming",56017,66.2 ,48.6, 82.5
"Kershaw County, South Carolina",45055,66.2 ,51.5, 80.1
"Livingston County, Missouri",29117,66.2 ,47.5, 83.1
"Major County, Oklahoma",40093,66.2 ,48.1, 82.5
"Minnehaha County, South Dakota",46099,66.2 ,54.1, 78.6
"Rappahannock County, Virginia",51157,66.2 ,47.2, 83.3
"Sequoyah County, Oklahoma",40135,66.2 ,48.7, 82.3
"Summers County, West Virginia",54089,66.2 ,49.0, 82.1
"Van Buren County, Iowa",19177,66.2 ,49.1, 81.5
"Anderson County, Texas",48001,66.1 ,49.4, 81.7
"Bradley County, Arkansas",05011,66.1 ,47.5, 83.2
"Brazos County, Texas",48041,66.1 ,53.5, 78.9
"Crenshaw County, Alabama",01041,66.1 ,48.4, 82.2
"Cumberland County, Virginia",51049,66.1 ,48.0, 82.9
"Deuel County, Nebraska",31049,66.1 ,47.6, 82.8
"Edgefield County, South Carolina",45037,66.1 ,49.6, 81.5
"Monroe County, West Virginia",54063,66.1 ,49.1, 81.8
"Pennington County, Minnesota",27113,66.1 ,56.0, 75.7
"Tompkins County, New York",36109,66.1 ,52.7, 79.3
"Utah County, Utah",49049,66.1 ,56.0, 76.4
"Alcorn County, Mississippi",28003,66.0 ,50.7, 80.6
"Caldwell County, Missouri",29025,66.0 ,47.2, 83.1
"Charlevoix County, Michigan",26029,66.0 ,48.1, 82.3
"Cherokee County, North Carolina",37039,66.0 ,48.8, 82.0
"Covington County, Alabama",01039,66.0 ,49.8, 81.2
"Lamar County, Alabama",01075,66.0 ,50.3, 80.6
"Lee County, Virginia",51105,66.0 ,47.1, 83.0
"Livingston County, New York",36051,66.0 ,57.5, 74.1
"Montague County, Texas",48337,66.0 ,52.9, 78.2
"Northumberland County, Pennsylvania",42097,66.0 ,48.6, 82.1
"Okanogan County, Washington",53047,66.0 ,51.4, 80.0
"Ozark County, Missouri",29153,66.0 ,47.2, 83.0
"Park County, Montana",30067,66.0 ,49.8, 81.1
"Pottawatomie County, Oklahoma",40125,66.0 ,51.4, 80.0
"Smith County, Mississippi",28129,66.0 ,48.8, 82.0
"Taylor County, Georgia",13269,66.0 ,47.5, 82.9
"Washington County, Texas",48477,66.0 ,48.0, 82.3
"Athens County, Ohio",39009,65.9 ,51.7, 79.7
"Butler County, Kansas",20015,65.9 ,51.8, 79.7
"Cedar County, Missouri",29039,65.9 ,46.5, 83.0
"Dawson County, Nebraska",31047,65.9 ,51.7, 79.9
"Lake County, Florida",12069,65.9 ,57.8, 73.7
"Luna County, New Mexico",35029,65.9 ,50.4, 80.9
"Orange County, Vermont",50017,65.9 ,52.5, 79.1
"Osborne County, Kansas",20141,65.9 ,48.0, 82.2
"St. Francois County, Missouri",29187,65.9 ,49.8, 80.9
"Walton County, Georgia",13297,65.9 ,53.0, 78.3
"Wasatch County, Utah",49051,65.9 ,51.4, 79.8
"Weston County, Wyoming",56045,65.9 ,50.4, 80.7
"Grant County, Wisconsin",55043,65.8 ,48.8, 81.4
"Haines Borough, Alaska",02100,65.8 ,47.8, 82.3
"Henry County, Missouri",29083,65.8 ,46.6, 83.0
"Jefferson County, Illinois",17081,65.8 ,46.6, 83.3
"Miner County, South Dakota",46097,65.8 ,46.6, 83.0
"Powell County, Montana",30077,65.8 ,47.7, 82.2
"White County, Arkansas",05145,65.8 ,49.3, 81.3
"Beaver County, Utah",49001,65.7 ,47.6, 82.0
"Bertie County, North Carolina",37015,65.7 ,47.8, 81.8
"Cherokee County, Kansas",20021,65.7 ,48.9, 81.2
"Clark County, Ohio",39023,65.7 ,50.0, 80.7
"Faulkner County, Arkansas",05045,65.7 ,53.4, 77.4
"Greene County, Arkansas",05055,65.7 ,48.8, 81.8
"Haskell County, Texas",48207,65.7 ,49.8, 80.1
"Howell County, Missouri",29091,65.7 ,49.5, 80.9
"Lincoln County, Montana",30053,65.7 ,50.0, 80.3
"Mendocino County, California",06045,65.7 ,47.4, 82.5
"Morgan County, Kentucky",21175,65.7 ,47.9, 82.0
"Park County, Wyoming",56029,65.7 ,51.4, 79.7
"Pittsburg County, Oklahoma",40121,65.7 ,49.6, 81.1
"Tishomingo County, Mississippi",28141,65.7 ,47.5, 82.1
"Adams County, Wisconsin",55001,65.6 ,46.5, 82.8
"Fannin County, Georgia",13111,65.6 ,47.3, 82.2
"Hunt County, Texas",48231,65.6 ,48.6, 81.1
"Lewis County, New York",36049,65.6 ,51.6, 79.0
"Millard County, Utah",49027,65.6 ,51.1, 79.9
"Screven County, Georgia",13251,65.6 ,47.9, 81.9
"Steele County, Minnesota",27147,65.6 ,50.0, 80.4
"Tippah County, Mississippi",28139,65.6 ,47.6, 82.3
"Union County, Mississippi",28145,65.6 ,49.2, 80.9
"Caribou County, Idaho",16029,65.5 ,47.3, 82.0
"Evangeline Parish, Louisiana",22039,65.5 ,47.1, 82.6
"Grant County, Arkansas",05053,65.5 ,46.6, 82.7
"Luce County, Michigan",26095,65.5 ,47.9, 81.6
"Santa Cruz County, California",06087,65.5 ,49.8, 80.2
"Walker County, Georgia",13295,65.5 ,47.8, 81.8
"Finney County, Kansas",20055,65.4 ,51.2, 79.2
"Franklin County, Virginia",51067,65.4 ,47.8, 81.7
"Iron County, Wisconsin",55051,65.4 ,47.0, 82.2
"Lea County, New Mexico",35025,65.4 ,52.3, 78.6
"Lincoln County, Kansas",20105,65.4 ,47.2, 82.2
"Milam County, Texas",48331,65.4 ,48.0, 81.3
"Pratt County, Kansas",20151,65.4 ,50.8, 79.0
"Torrance County, New Mexico",35057,65.4 ,48.7, 80.8
"Walker County, Texas",48471,65.4 ,47.1, 82.3
"Atchison County, Kansas",20005,65.3 ,48.8, 80.5
"Bourbon County, Kansas",20011,65.3 ,49.5, 80.2
"Coles County, Illinois",17029,65.3 ,46.4, 82.4
"Comanche County, Oklahoma",40031,65.3 ,51.4, 78.9
"Fayette County, Pennsylvania",42051,65.3 ,50.4, 79.2
"Ford County, Illinois",17053,65.3 ,45.0, 83.4
"Macoupin County, Illinois",17117,65.3 ,46.8, 82.2
"Blackford County, Indiana",18009,65.2 ,45.1, 83.6
"Brown County, Illinois",17009,65.2 ,47.7, 81.3
"Cherokee County, Texas",48073,65.2 ,49.9, 79.4
"Comanche County, Kansas",20033,65.2 ,46.5, 82.1
"Fergus County, Montana",30027,65.2 ,47.3, 81.4
"Orange County, Texas",48361,65.2 ,48.7, 80.6
"Vermilion County, Illinois",17183,65.2 ,53.9, 75.8
"Franklin County, Pennsylvania",42055,65.1 ,53.3, 76.2
"Goshen County, Wyoming",56015,65.1 ,49.2, 80.3
"Grant County, Indiana",18053,65.1 ,49.0, 80.4
"Grant County, Minnesota",27051,65.1 ,48.0, 81.0
"Poweshiek County, Iowa",19157,65.1 ,48.5, 80.6
"Russell County, Alabama",01113,65.1 ,47.1, 81.5
"Stanly County, North Carolina",37167,65.1 ,47.0, 81.5
"Bleckley County, Georgia",13023,65.0 ,46.5, 81.9
"Carson City, Nevada",32510,65.0 ,53.3, 76.3
"Cass County, Iowa",19029,65.0 ,51.9, 77.4
"Churchill County, Nevada",32001,65.0 ,48.6, 80.4
"Deer Lodge County, Montana",30023,65.0 ,48.0, 80.9
"Franklin County, Washington",53021,65.0 ,51.1, 78.3
"Harper County, Oklahoma",40059,65.0 ,44.7, 83.2
"Hempstead County, Arkansas",05057,65.0 ,47.2, 81.9
"Lake of the Woods County, Minnesota",27077,65.0 ,46.5, 81.9
"Logan County, Illinois",17107,65.0 ,46.1, 82.2
"Van Buren County, Arkansas",05141,65.0 ,46.6, 82.0
"Winston County, Mississippi",28159,65.0 ,49.5, 79.8
"Canadian County, Oklahoma",40017,64.9 ,51.9, 77.6
"Charlotte County, Florida",12015,64.9 ,50.6, 78.9
"Greene County, Pennsylvania",42059,64.9 ,46.2, 82.0
"Highland County, Ohio",39071,64.9 ,48.4, 80.4
"Monroe County, Kentucky",21171,64.9 ,46.9, 81.6
"Nez Perce County, Idaho",16069,64.9 ,50.3, 79.2
"Bethel Census Area, Alaska",02050,64.8 ,46.7, 81.4
"Brooks County, Texas",48047,64.8 ,44.6, 82.9
"Cameron Parish, Louisiana",22023,64.8 ,45.8, 82.0
"Clinton County, Ohio",39027,64.8 ,47.4, 80.9
"Jasper County, Indiana",18073,64.8 ,48.9, 79.7
"Oneida County, Wisconsin",55085,64.8 ,47.8, 80.8
"Renville County, North Dakota",38075,64.8 ,46.3, 81.7
"Shannon County, Missouri",29203,64.8 ,45.6, 82.5
"Clay County, Florida",12019,64.7 ,49.5, 78.9
"El Paso County, Colorado",08041,64.7 ,56.3, 73.0
"Iron County, Missouri",29093,64.7 ,46.3, 81.6
"Kiowa County, Oklahoma",40075,64.7 ,45.7, 81.8
"Madison County, Kentucky",21151,64.7 ,49.3, 79.6
"Salt Lake County, Utah",49035,64.7 ,55.5, 74.0
"Cherokee County, Alabama",01019,64.6 ,47.2, 80.8
"Lawrence County, Arkansas",05075,64.6 ,46.0, 81.6
"Payette County, Idaho",16075,64.6 ,53.1, 75.6
"Socorro County, New Mexico",35053,64.6 ,48.1, 80.0
"Wolfe County, Kentucky",21237,64.6 ,48.4, 80.0
"Alamosa County, Colorado",08003,64.5 ,47.3, 80.6
"Hart County, Kentucky",21099,64.5 ,46.7, 81.1
"Jackson County, Florida",12063,64.5 ,48.2, 79.8
"Lake County, Colorado",08065,64.5 ,45.4, 81.9
"Lenawee County, Michigan",26091,64.5 ,48.1, 80.0
"Mingo County, West Virginia",54059,64.5 ,48.3, 79.9
"Union County, Indiana",18161,64.5 ,45.6, 81.8
"Box Butte County, Nebraska",31013,64.4 ,48.8, 79.2
"Campbell County, South Dakota",46021,64.4 ,45.0, 82.0
"Hettinger County, North Dakota",38041,64.4 ,46.0, 81.6
"Hill County, Montana",30041,64.4 ,50.6, 78.1
"Jefferson County, Oklahoma",40067,64.4 ,46.1, 81.5
"Martin County, Minnesota",27091,64.4 ,52.5, 75.9
"Perquimans County, North Carolina",37143,64.4 ,45.4, 81.7
"Whitman County, Washington",53075,64.4 ,49.3, 79.0
"DeSoto County, Florida",12027,64.3 ,49.6, 78.9
"Grady County, Oklahoma",40051,64.3 ,54.0, 74.2
"Hawkins County, Tennessee",47073,64.3 ,49.8, 78.0
"Lincoln County, Georgia",13181,64.3 ,46.2, 81.1
"Madison County, Idaho",16065,64.3 ,48.6, 79.3
"Mariposa County, California",06043,64.3 ,45.1, 81.8
"Ohio County, Kentucky",21183,64.3 ,47.8, 79.7
"Phelps County, Missouri",29161,64.3 ,46.7, 80.5
"Woodward County, Oklahoma",40153,64.3 ,47.4, 79.9
"Aleutians East Borough, Alaska",02013,64.2 ,45.1, 81.6
"Hamblen County, Tennessee",47063,64.2 ,47.8, 79.8
"Pontotoc County, Oklahoma",40123,64.2 ,54.5, 73.7
"Valley County, Idaho",16085,64.2 ,45.1, 81.8
"Volusia County, Florida",12127,64.2 ,52.6, 75.7
"Carter County, Oklahoma",40019,64.1 ,48.4, 79.2
"Chautauqua County, Kansas",20019,64.1 ,44.0, 82.4
"Dickinson County, Kansas",20041,64.1 ,47.9, 79.5
"Hopewell City, Virginia",51670,64.1 ,46.8, 80.4
"Linn County, Kansas",20107,64.1 ,47.6, 79.7
"Umatilla County, Oregon",41059,64.1 ,48.9, 78.7
"Dunklin County, Missouri",29069,64.0 ,51.9, 75.7
"McHenry County, North Dakota",38049,64.0 ,47.4, 79.8
"New Madrid County, Missouri",29143,64.0 ,46.3, 80.5
"Ottawa County, Kansas",20143,64.0 ,47.8, 79.2
"Ouachita County, Arkansas",05103,64.0 ,45.8, 81.0
"Carroll County, Georgia",13045,63.9 ,47.4, 79.6
"Kusilvak Census Area, Alaska",02158,63.9 ,45.3, 81.2
"Nowata County, Oklahoma",40105,63.9 ,43.8, 82.1
"Sequatchie County, Tennessee",47153,63.9 ,43.8, 81.8
"La Salle County, Illinois",17099,63.8 ,46.6, 79.7
"Putnam County, Florida",12107,63.8 ,50.9, 76.4
"Sanilac County, Michigan",26151,63.8 ,46.2, 80.3
"Waller County, Texas",48473,63.8 ,45.4, 80.7
"Ashley County, Arkansas",05003,63.7 ,46.9, 79.7
"Henry County, Indiana",18065,63.7 ,53.1, 73.8
"Lincoln County, Colorado",08073,63.7 ,43.7, 81.8
"Salem County, New Jersey",34033,63.7 ,47.7, 78.6
"Seward County, Nebraska",31159,63.7 ,49.2, 78.2
"Isle of Wight County, Virginia",51093,63.6 ,49.9, 76.4
"Knox County, Nebraska",31107,63.6 ,49.1, 77.8
"Pacific County, Washington",53049,63.6 ,46.8, 79.7
"Pushmataha County, Oklahoma",40127,63.6 ,51.7, 75.0
"Campbell County, Kentucky",21037,63.5 ,52.3, 74.3
"Crawford County, Pennsylvania",42039,63.5 ,46.3, 79.8
"Fulton County, Indiana",18049,63.5 ,44.7, 81.0
"Greenwood County, Kansas",20073,63.5 ,45.1, 80.4
"Buffalo County, Wisconsin",55011,63.4 ,44.1, 80.9
"Iosco County, Michigan",26069,63.4 ,45.6, 80.1
"Navajo County, Arizona",04017,63.4 ,50.3, 76.7
"Schuylkill County, Pennsylvania",42107,63.4 ,47.2, 79.1
"Uinta County, Wyoming",56041,63.4 ,48.4, 78.0
"Burke County, North Dakota",38013,63.3 ,46.3, 79.5
"Butler County, Pennsylvania",42019,63.3 ,49.8, 76.2
"Dunn County, Wisconsin",55033,63.3 ,53.5, 73.0
"Murray County, Minnesota",27101,63.3 ,45.8, 79.4
"Randolph County, Indiana",18135,63.3 ,45.4, 79.9
"Harding County, South Dakota",46063,63.2 ,44.1, 80.9
"Knox County, Missouri",29103,63.2 ,44.8, 80.4
"West Feliciana Parish, Louisiana",22125,63.2 ,44.8, 80.6
"Knox County, Illinois",17095,63.1 ,45.1, 80.0
"Lake County, California",06033,63.1 ,49.6, 76.0
"Mackinac County, Michigan",26097,63.1 ,47.7, 77.6
"Pembina County, North Dakota",38067,63.1 ,46.7, 78.7
"Pierce County, Wisconsin",55093,63.1 ,48.6, 76.7
"Winnebago County, Iowa",19189,63.1 ,45.8, 79.2
"Choctaw County, Oklahoma",40023,63.0 ,46.0, 79.0
"Adams County, Indiana",18001,62.9 ,45.0, 79.9
"DeKalb County, Alabama",01049,62.9 ,46.6, 78.5
"Mason County, Michigan",26105,62.9 ,45.1, 79.6
"Wexford County, Michigan",26165,62.9 ,45.5, 79.3
"Barren County, Kentucky",21009,62.8 ,46.0, 78.7
"Big Horn County, Montana",30003,62.8 ,46.0, 79.0
"Charles Mix County, South Dakota",46023,62.8 ,44.2, 80.0
"Costilla County, Colorado",08023,62.8 ,43.9, 80.4
"Owyhee County, Idaho",16073,62.8 ,44.8, 79.9
"Poquoson City, Virginia",51735,62.8 ,44.9, 79.1
"Boyd County, Kentucky",21019,62.7 ,47.9, 77.5
"Henry County, Illinois",17073,62.7 ,44.6, 79.5
"Madison County, Missouri",29123,62.7 ,43.7, 80.4
"Otoe County, Nebraska",31131,62.7 ,48.3, 77.0
"Twin Falls County, Idaho",16083,62.7 ,49.0, 76.7
"Anchorage Borough, Alaska",02020,62.6 ,61.4, 63.8
"Calcasieu Parish, Louisiana",22019,62.6 ,48.2, 76.6
"Dade County, Missouri",29057,62.6 ,44.1, 79.8
"Hart County, Georgia",13147,62.6 ,49.2, 75.2
"Hernando County, Florida",12053,62.6 ,51.8, 73.2
"Marquette County, Michigan",26103,62.6 ,45.7, 78.7
"Mississippi County, Missouri",29133,62.6 ,44.7, 79.6
"Owen County, Kentucky",21187,62.6 ,56.3, 68.8
"Alcona County, Michigan",26001,62.5 ,47.7, 76.6
"Crawford County, Illinois",17033,62.5 ,42.6, 81.0
"Crawford County, Kansas",20037,62.5 ,47.5, 77.2
"McDonald County, Missouri",29119,62.5 ,44.4, 79.2
"Trempealeau County, Wisconsin",55121,62.5 ,44.4, 79.3
"Appling County, Georgia",13001,62.4 ,46.8, 76.9
"Lawrence County, Illinois",17101,62.4 ,42.3, 80.6
"Rabun County, Georgia",13241,62.3 ,44.1, 79.3
"Saline County, Illinois",17165,62.3 ,43.2, 80.0
"Union County, Pennsylvania",42119,62.3 ,43.8, 79.7
"Idaho County, Idaho",16049,62.2 ,46.2, 77.5
"Tioga County, Pennsylvania",42117,62.2 ,44.6, 78.8
"Dooly County, Georgia",13093,62.1 ,43.8, 78.8
"Edgecombe County, North Carolina",37065,62.1 ,42.1, 80.5
"Fremont County, Iowa",19071,62.1 ,44.4, 78.8
"Greene County, North Carolina",37079,62.1 ,43.3, 79.7
"Rawlins County, Kansas",20153,62.1 ,43.0, 79.7
"Talladega County, Alabama",01121,62.1 ,46.1, 77.8
"Nacogdoches County, Texas",48347,62.0 ,49.5, 74.0
"Newton County, Arkansas",05101,62.0 ,44.1, 79.0
"Perry County, Alabama",01105,62.0 ,43.9, 78.9
"Republic County, Kansas",20157,62.0 ,44.7, 78.4
"Wayne County, Ohio",39169,62.0 ,45.4, 78.0
"Wilkin County, Minnesota",27167,62.0 ,43.5, 79.5
"Buchanan County, Missouri",29021,61.9 ,49.6, 73.8
"Adams County, Iowa",19003,61.8 ,43.6, 79.2
"Bradford County, Pennsylvania",42015,61.8 ,45.1, 77.9
"Edwards County, Kansas",20047,61.8 ,43.5, 79.1
"Letcher County, Kentucky",21133,61.8 ,45.8, 77.3
"Sheridan County, North Dakota",38083,61.8 ,43.4, 79.4
"Glacier County, Montana",30035,61.7 ,46.1, 77.0
"Madison County, Montana",30057,61.7 ,43.8, 78.6
"Marion County, Kentucky",21155,61.7 ,44.1, 78.0
"Walla Walla County, Washington",53071,61.7 ,46.8, 76.5
"Claiborne County, Mississippi",28021,61.5 ,42.5, 79.2
"Davidson County, North Carolina",37057,61.5 ,58.0, 65.0
"Modoc County, California",06049,61.5 ,42.5, 79.2
"Montgomery County, Kansas",20125,61.5 ,46.6, 76.4
"Scott County, Tennessee",47151,61.5 ,43.7, 78.5
"Lake County, Oregon",41037,61.4 ,43.0, 79.0
"Sussex County, New Jersey",34037,61.4 ,57.4, 65.5
"McKinley County, New Mexico",35031,61.3 ,53.1, 69.5
"Val Verde County, Texas",48465,61.3 ,42.2, 79.0
"Glenn County, California",06021,61.2 ,42.7, 78.7
"Mayes County, Oklahoma",40097,61.2 ,43.9, 77.8
"Otero County, New Mexico",35035,61.2 ,47.2, 75.4
"Covington County, Mississippi",28031,61.1 ,44.6, 77.0
"Edgar County, Illinois",17045,61.1 ,42.2, 79.0
"Sawyer County, Wisconsin",55113,61.1 ,43.4, 77.8
"Shelby County, Illinois",17173,61.1 ,42.4, 78.6
"Kimball County, Nebraska",31105,61.0 ,43.5, 77.9
"Logan County, West Virginia",54045,61.0 ,45.2, 76.4
"Brookings County, South Dakota",46011,60.9 ,46.2, 75.4
"Garfield County, Washington",53023,60.9 ,43.2, 78.2
"Hitchcock County, Nebraska",31087,60.9 ,43.3, 77.6
"Missaukee County, Michigan",26113,60.8 ,42.8, 77.8
"Oregon County, Missouri",29149,60.8 ,40.9, 79.3
"Stephens County, Georgia",13257,60.7 ,42.5, 77.7
"Sharp County, Arkansas",05135,60.6 ,43.8, 76.5
"Van Zandt County, Texas",48467,60.6 ,42.1, 78.0
"Decatur County, Tennessee",47039,60.5 ,42.1, 78.2
"Young County, Texas",48503,60.3 ,42.3, 77.4
"Nicholas County, Kentucky",21181,60.2 ,41.4, 78.1
"Pickens County, Georgia",13227,60.2 ,42.8, 76.9
"Transylvania County, North Carolina",37175,60.2 ,42.7, 77.0
"Chilton County, Alabama",01021,60.1 ,48.6, 71.5
"Harlan County, Kentucky",21095,60.1 ,45.5, 74.2
"Lawrence County, South Dakota",46081,60.0 ,41.6, 77.4
"Taylor County, Kentucky",21217,60.0 ,41.8, 77.4
"Bingham County, Idaho",16011,59.9 ,44.7, 75.0
"Oconee County, South Carolina",45073,59.9 ,45.1, 74.7
"Houston County, Texas",48225,59.6 ,40.5, 77.3
"Lincoln County, Kentucky",21137,59.6 ,52.2, 66.8
"Appanoose County, Iowa",19007,59.5 ,41.7, 76.7
"Fleming County, Kentucky",21069,59.4 ,43.4, 75.2
"Clay County, Kentucky",21051,59.3 ,48.2, 70.0
"Coffey County, Kansas",20031,59.3 ,40.8, 77.2
"Humphreys County, Mississippi",28053,59.3 ,41.2, 76.8
"Kenai Peninsula Borough, Alaska",02122,59.2 ,44.9, 73.9
"Franklin County, Kansas",20059,59.1 ,43.4, 74.3
"Lincoln County, New Mexico",35027,59.1 ,43.3, 74.8
"Nemaha County, Kansas",20131,59.0 ,42.7, 75.0
"Sevier County, Utah",49041,59.0 ,44.5, 73.8
"Starr County, Texas",48427,59.0 ,48.4, 69.2
"Fulton County, Illinois",17057,58.9 ,38.6, 77.5
"Fremont County, Idaho",16043,58.8 ,40.7, 76.3
"Haywood County, North Carolina",37087,58.7 ,46.5, 70.5
"Woods County, Oklahoma",40151,58.7 ,40.9, 75.9
"Benewah County, Idaho",16009,58.6 ,41.2, 75.6
"Montrose County, Colorado",08085,58.6 ,41.6, 75.3
"Cleveland County, North Carolina",37045,58.5 ,40.1, 76.2
"Franklin County, Georgia",13119,58.4 ,44.6, 71.7
"Ray County, Missouri",29177,58.4 ,39.8, 76.0
"Yell County, Arkansas",05149,58.4 ,40.5, 75.6
"Curry County, Oregon",41015,58.3 ,40.9, 75.6
"Robertson County, Tennessee",47147,58.2 ,45.0, 71.0
"Falls County, Texas",48145,58.1 ,39.5, 76.3
"Morrow County, Ohio",39117,58.0 ,44.8, 70.7
"Uvalde County, Texas",48463,57.7 ,39.1, 75.7
"Madison County, Arkansas",05087,57.6 ,39.3, 75.2
"Erath County, Texas",48143,57.5 ,38.6, 75.6
"Gladwin County, Michigan",26051,57.5 ,40.8, 73.6
"Marshall County, Indiana",18099,57.5 ,47.8, 67.0
"Valencia County, New Mexico",35061,57.5 ,52.0, 63.1
"Catawba County, North Carolina",37035,57.4 ,50.1, 64.5
"Iroquois County, Illinois",17075,57.4 ,39.1, 75.3
"Kerr County, Texas",48265,57.4 ,38.9, 75.4
"Menominee County, Wisconsin",55078,57.3 ,38.9, 75.4
"Klickitat County, Washington",53039,57.1 ,42.7, 71.2
"Harrison County, Texas",48203,57.0 ,38.4, 75.0
"Greene County, Mississippi",28041,56.8 ,38.6, 74.4
"Tyler County, Texas",48457,56.8 ,38.3, 74.7
"Pocahontas County, West Virginia",54075,56.5 ,37.9, 74.5
"Presque Isle County, Michigan",26141,56.4 ,37.6, 74.5
"Yuma County, Colorado",08125,56.2 ,37.7, 74.3
"Moultrie County, Illinois",17139,55.8 ,36.2, 74.7
"Divide County, North Dakota",38023,55.7 ,36.2, 74.7
"Butte County, California",06007,55.5 ,41.0, 70.0
"Warren County, Indiana",18171,55.1 ,36.5, 73.2
"Towns County, Georgia",13281,55.0 ,35.4, 73.8
"Rice County, Kansas",20159,54.6 ,37.5, 71.8
"McIntosh County, Georgia",13191,54.5 ,36.3, 72.7
"Randall County, Texas",48381,53.6 ,34.9, 71.8
"Yuba County, California",06115,52.9 ,34.3, 71.2
"Wayne County, Iowa",19185,52.3 ,34.3, 70.3
"Lincoln County, Nevada",32017,52.0 ,33.7, 70.4
"Lake and Peninsula Borough, Alaska",02164,51.7 ,33.6, 69.8
"Wagoner County, Oklahoma",40145,51.2 ,37.7, 64.6
"Sanders County, Montana",30089,50.9 ,34.0, 68.5
"Johnston County, Oklahoma",40069,50.4 ,34.4, 66.6
"Yates County, New York",36123,50.4 ,35.8, 66.1
"Winn Parish, Louisiana",22127,49.9 ,31.8, 68.4
"Oswego County, New York",36075,48.8 ,41.2, 56.5
"Stevens County, Kansas",20189,48.4 ,30.5, 66.9
"Forsyth County, Georgia",13117,48.2 ,44.7, 51.8
"Grant County, Kentucky",21081,47.5 ,33.2, 62.1
"Wilson County, Tennessee",47189,45.8 ,45.7, 45.9
"Bristol City, Virginia",51520,42.7 ,25.5, 61.1
"Harrison County, Kentucky",21097,39.4 ,22.8, 57.8
"Llano County, Texas",48299,35.4 ,19.4, 53.7
"Howard County, Texas",48227,33.5 ,18.1, 51.4
"Ferry County, Washington",53019,18.9 ,8.1, 34.9
"Hockley County, Texas",48219,3.5 ,1.1, 7.8
"Puerto Rico",72001,data not available

Created by statecancerprofiles.cancer.gov on 12/12/2024 12:15 pm.
"(3) Estimates are based on a statistical model which combines information from the Behavioral Risk Factor Surveillance System and the National Health Interview Survey to correct for nonresponse and undercoverage bias and are enhanced in small areas by borrowing information from similar areas across the nation. For more information, visit sae.cancer.gov."
"Alaska Census Area Name Change: please note that Wade Hampton Census Area, AK (FIPS code=02270) was renamed effective July 1, 2015, and the new name is Kusilvak Census Area (FIPS Code=02158). This website now uses Kusilvak."

"South Dakota County Name Change: please note that Shannon County, SD (FIPS code=46113) was renamed effective May 1, 2015, and the new name is Oglala Lakota County (FIPS Code=46102). This website now uses Oglala Lakota."


