
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

"Pap Test in Past 3 Years, No Hysterectomy"
"All Races (includes Hispanic), Female, Ages 21-65"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Cattaraugus County, New York",36009,74.9 ,63.7, 85.6
"Coke County, Texas",48081,74.9 ,56.2, 90.6
"Columbia County, Florida",12023,74.9 ,62.0, 86.8
"Fayette County, Texas",48149,74.9 ,56.1, 90.5
"Freestone County, Texas",48161,74.9 ,56.0, 90.5
"Lamar County, Texas",48277,74.9 ,56.3, 90.3
"Maverick County, Texas",48323,74.9 ,56.3, 90.6
"Morgan County, Utah",49029,74.9 ,59.2, 88.6
"Multnomah County, Oregon",41051,74.9 ,67.2, 82.1
"Rains County, Texas",48379,74.9 ,56.2, 90.7
"Robeson County, North Carolina",37155,74.9 ,62.1, 86.7
"Smith County, Tennessee",47159,74.9 ,57.8, 89.6
"Spokane County, Washington",53063,74.9 ,65.2, 83.8
"St. Martin Parish, Louisiana",22099,74.9 ,60.9, 87.7
"Ventura County, California",06111,74.9 ,66.8, 82.6
"Wicomico County, Maryland",24045,74.9 ,63.4, 86.0
"Wilcox County, Georgia",13315,74.9 ,58.8, 89.0
"Wyoming County, New York",36121,74.9 ,63.6, 85.9
"Adams County, North Dakota",38001,74.8 ,56.1, 90.3
"Appomattox County, Virginia",51011,74.8 ,58.6, 88.9
"Converse County, Wyoming",56009,74.8 ,59.9, 88.1
"Cowlitz County, Washington",53015,74.8 ,63.0, 86.1
"Dawson County, Georgia",13085,74.8 ,57.8, 89.3
"Dillon County, South Carolina",45033,74.8 ,61.1, 87.2
"Douglas County, Georgia",13097,74.8 ,63.3, 85.1
"Fairfield County, South Carolina",45039,74.8 ,58.7, 89.0
"Hamilton County, Iowa",19079,74.8 ,59.2, 88.4
"Muhlenberg County, Kentucky",21177,74.8 ,60.0, 88.1
"Orleans County, New York",36073,74.8 ,60.4, 87.7
"Shelby County, Kentucky",21211,74.8 ,63.6, 84.8
"Tama County, Iowa",19171,74.8 ,59.6, 88.2
"Washington County, Missouri",29221,74.8 ,58.0, 89.1
"Wythe County, Virginia",51197,74.8 ,60.6, 87.6
"Barry County, Michigan",26015,74.7 ,61.0, 87.1
"Bartholomew County, Indiana",18005,74.7 ,65.7, 82.9
"Beckham County, Oklahoma",40009,74.7 ,58.3, 88.8
"Bexar County, Texas",48029,74.7 ,67.0, 82.2
"Bon Homme County, South Dakota",46009,74.7 ,58.1, 89.0
"Bremer County, Iowa",19017,74.7 ,60.2, 87.6
"Brown County, Wisconsin",55009,74.7 ,61.2, 87.1
"Citrus County, Florida",12017,74.7 ,62.6, 86.3
"Cole County, Missouri",29051,74.7 ,60.4, 87.5
"Columbia County, Georgia",13073,74.7 ,61.8, 86.7
"Emporia City, Virginia",51595,74.7 ,55.8, 90.4
"Galax City, Virginia",51640,74.7 ,55.9, 90.6
"Grundy County, Tennessee",47061,74.7 ,59.1, 88.5
"Gulf County, Florida",12045,74.7 ,61.5, 87.0
"Le Flore County, Oklahoma",40079,74.7 ,60.5, 87.5
"Macomb County, Michigan",26099,74.7 ,65.5, 83.5
"Mohave County, Arizona",04015,74.7 ,64.5, 84.2
"Montgomery County, Tennessee",47125,74.7 ,62.4, 86.2
"Newaygo County, Michigan",26123,74.7 ,60.2, 87.8
"Newton County, Georgia",13217,74.7 ,60.4, 87.6
"Parke County, Indiana",18121,74.7 ,58.2, 89.0
"Prince William County, Virginia",51153,74.7 ,65.3, 83.7
"Sherman County, Oregon",41055,74.7 ,56.1, 90.2
"Stewart County, Tennessee",47161,74.7 ,60.6, 87.4
"Tarrant County, Texas",48439,74.7 ,67.3, 81.7
"Travis County, Texas",48453,74.7 ,67.2, 82.1
"Webster Parish, Louisiana",22119,74.7 ,60.1, 87.7
"Benton County, Oregon",41003,74.6 ,61.6, 86.7
"Bracken County, Kentucky",21023,74.6 ,58.6, 88.6
"Chowan County, North Carolina",37041,74.6 ,59.7, 87.9
"Colusa County, California",06011,74.6 ,55.8, 90.4
"Crawford County, Ohio",39033,74.6 ,60.4, 87.3
"Eureka County, Nevada",32011,74.6 ,56.0, 90.4
"Henderson County, Tennessee",47077,74.6 ,59.7, 87.9
"Johnson County, Iowa",19103,74.6 ,62.9, 85.9
"Lincoln County, South Dakota",46083,74.6 ,61.8, 86.3
"Lincoln Parish, Louisiana",22061,74.6 ,59.2, 88.4
"Oakland County, Michigan",26125,74.6 ,67.0, 82.0
"Okmulgee County, Oklahoma",40111,74.6 ,59.4, 88.1
"Peoria County, Illinois",17143,74.6 ,61.8, 86.2
"St. Landry Parish, Louisiana",22097,74.6 ,61.9, 86.5
"Tioga County, New York",36107,74.6 ,62.9, 85.7
"Will County, Illinois",17197,74.6 ,66.0, 82.6
"Allegheny County, Pennsylvania",42003,74.5 ,67.4, 81.2
"Clay County, Kansas",20027,74.5 ,57.8, 88.9
"Ellis County, Kansas",20051,74.5 ,60.7, 87.0
"Hooker County, Nebraska",31091,74.5 ,55.7, 90.4
"Ionia County, Michigan",26067,74.5 ,60.5, 87.1
"Kern County, California",06029,74.5 ,64.1, 84.2
"Marshall County, Minnesota",27089,74.5 ,59.0, 88.3
"Oconee County, Georgia",13219,74.5 ,58.8, 88.2
"Outagamie County, Wisconsin",55087,74.5 ,61.0, 86.9
"Trinity County, California",06105,74.5 ,55.6, 90.3
"Wabasha County, Minnesota",27157,74.5 ,62.0, 85.6
"Washita County, Oklahoma",40149,74.5 ,58.1, 88.9
"Westmoreland County, Pennsylvania",42129,74.5 ,63.6, 84.7
"Brown County, Ohio",39015,74.4 ,58.2, 88.8
"Clay County, Texas",48077,74.4 ,58.3, 88.7
"Crisp County, Georgia",13081,74.4 ,57.7, 89.0
"Delaware County, New York",36025,74.4 ,62.9, 85.6
"Douglas County, Nebraska",31055,74.4 ,65.4, 83.0
"Gila County, Arizona",04007,74.4 ,62.6, 85.5
"Jerauld County, South Dakota",46073,74.4 ,55.4, 90.6
"Kosciusko County, Indiana",18085,74.4 ,60.3, 87.2
"Norfolk County, Massachusetts",25021,74.4 ,65.4, 83.1
"Northampton County, Pennsylvania",42095,74.4 ,62.2, 85.5
"Rosebud County, Montana",30087,74.4 ,60.9, 86.6
"Sanborn County, South Dakota",46111,74.4 ,55.4, 90.4
"West Baton Rouge Parish, Louisiana",22121,74.4 ,58.2, 88.5
"Wichita County, Kansas",20203,74.4 ,58.2, 88.2
"Wrangell Borough, Alaska",02275,74.4 ,57.8, 88.8
"Ashland County, Ohio",39005,74.3 ,63.3, 84.5
"Chatham County, North Carolina",37037,74.3 ,59.9, 87.2
"Faulk County, South Dakota",46049,74.3 ,55.2, 90.2
"George County, Mississippi",28039,74.3 ,57.7, 88.6
"Goodhue County, Minnesota",27049,74.3 ,61.4, 86.6
"Gregory County, South Dakota",46053,74.3 ,55.4, 90.2
"Hendry County, Florida",12051,74.3 ,59.9, 87.3
"Hennepin County, Minnesota",27053,74.3 ,66.9, 81.5
"Henry County, Tennessee",47079,74.3 ,62.3, 85.1
"Hughes County, South Dakota",46065,74.3 ,57.3, 88.8
"Kankakee County, Illinois",17091,74.3 ,58.8, 88.0
"Lucas County, Ohio",39095,74.3 ,66.0, 81.9
"Mercer County, Illinois",17131,74.3 ,56.2, 89.8
"Monroe County, Indiana",18105,74.3 ,61.2, 86.5
"Murray County, Georgia",13213,74.3 ,58.4, 88.0
"Oktibbeha County, Mississippi",28105,74.3 ,61.0, 86.6
"Schoharie County, New York",36095,74.3 ,61.8, 85.7
"St. Bernard Parish, Louisiana",22087,74.3 ,57.0, 89.3
"Stanley County, South Dakota",46117,74.3 ,55.2, 90.3
"Stark County, Ohio",39151,74.3 ,63.6, 84.5
"Talbot County, Maryland",24041,74.3 ,62.9, 85.4
"Androscoggin County, Maine",23001,74.2 ,62.9, 85.2
"Cowley County, Kansas",20035,74.2 ,61.0, 86.5
"Dane County, Wisconsin",55025,74.2 ,66.1, 81.9
"Fluvanna County, Virginia",51065,74.2 ,57.4, 88.8
"Henderson County, Kentucky",21101,74.2 ,60.7, 86.6
"Kit Carson County, Colorado",08063,74.2 ,57.4, 89.0
"Liberty County, Florida",12077,74.2 ,59.9, 87.1
"Marshall County, Mississippi",28093,74.2 ,58.5, 88.1
"Maury County, Tennessee",47119,74.2 ,59.6, 87.2
"Pierce County, Nebraska",31139,74.2 ,60.5, 86.7
"Platte County, Wyoming",56031,74.2 ,59.3, 87.6
"Polk County, Iowa",19153,74.2 ,66.1, 81.9
"Prentiss County, Mississippi",28117,74.2 ,59.0, 87.6
"Rockland County, New York",36087,74.2 ,62.8, 84.8
"Todd County, Minnesota",27153,74.2 ,61.5, 86.1
"Washington County, Nebraska",31177,74.2 ,61.5, 86.2
"Woodford County, Kentucky",21239,74.2 ,57.8, 88.5
"Atlantic County, New Jersey",34001,74.1 ,61.2, 86.0
"Branch County, Michigan",26023,74.1 ,58.6, 87.6
"Caroline County, Maryland",24011,74.1 ,62.6, 85.2
"Hardin County, Ohio",39065,74.1 ,59.9, 86.8
"Lackawanna County, Pennsylvania",42069,74.1 ,60.0, 86.7
"Lincoln County, Oregon",41041,74.1 ,60.6, 86.7
"Trumbull County, Ohio",39155,74.1 ,62.6, 84.8
"Washington County, Alabama",01129,74.1 ,58.7, 88.0
"Washington County, Mississippi",28151,74.1 ,61.5, 86.0
"Washington County, Tennessee",47179,74.1 ,60.1, 86.6
"Wheatland County, Montana",30107,74.1 ,56.4, 89.1
"Wilbarger County, Texas",48487,74.1 ,58.6, 88.0
"Blount County, Alabama",01009,74.0 ,58.0, 88.0
"Chesterfield County, Virginia",51041,74.0 ,66.9, 80.7
"Columbus County, North Carolina",37047,74.0 ,63.6, 83.7
"Greene County, Georgia",13133,74.0 ,57.4, 88.5
"Hancock County, Mississippi",28045,74.0 ,57.8, 88.1
"Jasper County, Iowa",19099,74.0 ,61.2, 85.9
"Johnson County, Texas",48251,74.0 ,60.6, 85.9
"Knox County, Maine",23013,74.0 ,62.4, 85.1
"Koochiching County, Minnesota",27071,74.0 ,58.8, 87.6
"Lee County, Florida",12071,74.0 ,63.8, 83.6
"Lycoming County, Pennsylvania",42081,74.0 ,59.9, 87.0
"Musselshell County, Montana",30065,74.0 ,58.2, 87.9
"Ringgold County, Iowa",19159,74.0 ,58.6, 87.8
"Rusk County, Wisconsin",55107,74.0 ,58.1, 87.9
"Stearns County, Minnesota",27145,74.0 ,62.9, 84.9
"Thomas County, Georgia",13275,74.0 ,58.7, 87.5
"Wayne County, Mississippi",28153,74.0 ,59.6, 86.9
"Aiken County, South Carolina",45003,73.9 ,62.4, 85.1
"Allamakee County, Iowa",19005,73.9 ,58.5, 87.6
"Atkinson County, Georgia",13003,73.9 ,57.2, 88.3
"Brooke County, West Virginia",54009,73.9 ,58.3, 87.9
"Clark County, Indiana",18019,73.9 ,62.9, 84.3
"Dutchess County, New York",36027,73.9 ,65.0, 82.4
"Hardin County, Kentucky",21093,73.9 ,67.5, 80.0
"Jasper County, Illinois",17079,73.9 ,54.8, 90.0
"Kittitas County, Washington",53037,73.9 ,61.2, 86.1
"Lee County, South Carolina",45061,73.9 ,59.5, 86.7
"Marion County, Tennessee",47115,73.9 ,56.7, 88.9
"Meigs County, Ohio",39105,73.9 ,59.8, 86.6
"Menifee County, Kentucky",21165,73.9 ,58.0, 88.0
"Miller County, Arkansas",05091,73.9 ,57.8, 88.1
"Otter Tail County, Minnesota",27111,73.9 ,64.0, 83.2
"Perry County, Kentucky",21193,73.9 ,61.2, 85.8
"Person County, North Carolina",37145,73.9 ,57.2, 88.3
"Petersburg Census Area, Alaska",02195,73.9 ,58.2, 87.8
"Stone County, Arkansas",05137,73.9 ,57.9, 88.0
"Strafford County, New Hampshire",33017,73.9 ,67.0, 80.3
"Suffolk City, Virginia",51800,73.9 ,60.4, 86.0
"Warren County, New York",36113,73.9 ,60.1, 86.5
"White County, Illinois",17193,73.9 ,54.7, 90.2
"Barton County, Missouri",29011,73.8 ,56.9, 88.7
"Beaufort County, North Carolina",37013,73.8 ,57.5, 88.0
"Brevard County, Florida",12009,73.8 ,63.2, 83.9
"Burleigh County, North Dakota",38015,73.8 ,62.2, 85.0
"Butler County, Ohio",39017,73.8 ,62.7, 84.3
"Calhoun County, Michigan",26025,73.8 ,60.2, 86.2
"Clark County, Illinois",17023,73.8 ,54.7, 90.0
"Custer County, South Dakota",46033,73.8 ,56.3, 88.7
"Dona Ana County, New Mexico",35013,73.8 ,67.1, 80.2
"Eagle County, Colorado",08037,73.8 ,59.3, 86.8
"Eddy County, North Dakota",38027,73.8 ,57.2, 88.3
"Edwards County, Illinois",17047,73.8 ,54.7, 89.8
"Fall River County, South Dakota",46047,73.8 ,56.9, 88.6
"Grant County, Kansas",20067,73.8 ,57.6, 88.1
"Kauai County, Hawaii",15007,73.8 ,65.1, 82.0
"Lee County, North Carolina",37105,73.8 ,58.6, 87.2
"Mason County, Illinois",17125,73.8 ,54.6, 89.9
"Mille Lacs County, Minnesota",27095,73.8 ,60.1, 86.3
"Pend Oreille County, Washington",53051,73.8 ,58.3, 87.6
"Tuscaloosa County, Alabama",01125,73.8 ,64.3, 83.1
"Webster County, Nebraska",31181,73.8 ,59.7, 86.7
"Wilson County, North Carolina",37195,73.8 ,64.8, 82.2
"Bay County, Michigan",26017,73.7 ,58.6, 87.1
"Buchanan County, Iowa",19019,73.7 ,59.1, 86.7
"Cameron County, Texas",48061,73.7 ,57.5, 87.8
"Colonial Heights City, Virginia",51570,73.7 ,58.0, 87.6
"Douglas County, Washington",53017,73.7 ,59.7, 86.5
"Evans County, Georgia",13109,73.7 ,57.1, 88.6
"Franklin County, North Carolina",37069,73.7 ,59.9, 86.1
"Greene County, New York",36039,73.7 ,61.8, 85.0
"Hampton County, South Carolina",45049,73.7 ,61.6, 85.0
"Karnes County, Texas",48255,73.7 ,54.2, 89.9
"Keweenaw County, Michigan",26083,73.7 ,54.6, 89.8
"Lac qui Parle County, Minnesota",27073,73.7 ,57.7, 87.8
"Monroe County, Illinois",17133,73.7 ,61.5, 84.7
"Morgan County, Illinois",17137,73.7 ,54.5, 89.8
"Oglethorpe County, Georgia",13221,73.7 ,56.2, 88.7
"Piatt County, Illinois",17147,73.7 ,55.6, 89.0
"Pike County, Illinois",17149,73.7 ,54.5, 90.0
"Plymouth County, Iowa",19149,73.7 ,58.0, 87.6
"Roanoke City, Virginia",51770,73.7 ,60.0, 86.3
"Sagadahoc County, Maine",23023,73.7 ,61.6, 85.2
"Shasta County, California",06089,73.7 ,59.8, 86.4
"Vernon County, Wisconsin",55123,73.7 ,58.1, 87.6
"Yakutat City and Borough, Alaska",02282,73.7 ,54.5, 89.9
"York County, South Carolina",45091,73.7 ,62.6, 84.6
"Barber County, Kansas",20007,73.6 ,56.4, 88.6
"Broward County, Florida",12011,73.6 ,66.0, 80.8
"Cabell County, West Virginia",54011,73.6 ,61.1, 85.5
"Camas County, Idaho",16025,73.6 ,54.3, 89.9
"Camp County, Texas",48063,73.6 ,54.4, 89.7
"Castro County, Texas",48069,73.6 ,54.1, 89.8
"Chatham County, Georgia",13051,73.6 ,64.5, 82.4
"Clark County, Idaho",16033,73.6 ,54.5, 89.7
"Clarke County, Iowa",19039,73.6 ,58.3, 87.3
"Clinch County, Georgia",13065,73.6 ,54.4, 89.8
"Clinton County, Kentucky",21053,73.6 ,56.3, 88.6
"Ector County, Texas",48135,73.6 ,56.7, 88.1
"Foard County, Texas",48155,73.6 ,54.5, 90.0
"Franklin County, Vermont",50011,73.6 ,63.3, 83.4
"Gadsden County, Florida",12039,73.6 ,58.4, 87.4
"Hancock County, Tennessee",47067,73.6 ,54.7, 89.7
"Indiana County, Pennsylvania",42063,73.6 ,61.7, 84.4
"Kleberg County, Texas",48273,73.6 ,54.4, 89.9
"La Salle Parish, Louisiana",22059,73.6 ,54.2, 89.8
"Lane County, Oregon",41039,73.6 ,64.6, 82.3
"Matagorda County, Texas",48321,73.6 ,54.1, 89.7
"McCulloch County, Texas",48307,73.6 ,54.2, 89.9
"Miller County, Georgia",13201,73.6 ,56.7, 88.3
"Mitchell County, Texas",48335,73.6 ,54.2, 89.8
"Morgan County, Missouri",29141,73.6 ,54.2, 89.8
"Norton City, Virginia",51720,73.6 ,54.5, 89.9
"Presidio County, Texas",48377,73.6 ,54.4, 89.8
"Ramsey County, North Dakota",38071,73.6 ,59.9, 86.2
"Reagan County, Texas",48383,73.6 ,53.9, 89.9
"Refugio County, Texas",48391,73.6 ,54.3, 89.7
"Richmond County, New York",36085,73.6 ,65.2, 81.6
"Sabine County, Texas",48403,73.6 ,54.4, 90.0
"San Juan County, Colorado",08111,73.6 ,54.4, 89.7
"San Saba County, Texas",48411,73.6 ,54.5, 89.7
"Shackelford County, Texas",48417,73.6 ,54.6, 89.7
"Shelby County, Ohio",39149,73.6 ,57.1, 88.2
"Spotsylvania County, Virginia",51177,73.6 ,62.0, 84.5
"Talbot County, Georgia",13263,73.6 ,54.2, 90.0
"Trinity County, Texas",48455,73.6 ,54.5, 89.8
"Tuscarawas County, Ohio",39157,73.6 ,60.7, 85.8
"Walker County, Alabama",01127,73.6 ,60.8, 85.7
"Wharton County, Texas",48481,73.6 ,54.6, 89.8
"Woodson County, Kansas",20207,73.6 ,54.2, 89.7
"Bee County, Texas",48025,73.5 ,54.4, 89.6
"Bolivar County, Mississippi",28011,73.5 ,60.1, 85.9
"Carson County, Texas",48065,73.5 ,53.8, 90.0
"Carter County, Missouri",29035,73.5 ,54.1, 89.7
"Cimarron County, Oklahoma",40025,73.5 ,54.5, 89.7
"Clay County, Tennessee",47027,73.5 ,54.1, 89.8
"Clayton County, Iowa",19043,73.5 ,58.7, 86.7
"Crockett County, Texas",48105,73.5 ,54.2, 89.8
"Dallas County, Missouri",29059,73.5 ,53.4, 90.0
"Etowah County, Alabama",01055,73.5 ,61.0, 85.3
"Frio County, Texas",48163,73.5 ,54.1, 89.9
"Giles County, Tennessee",47055,73.5 ,56.6, 88.3
"Glades County, Florida",12043,73.5 ,56.8, 88.2
"Goliad County, Texas",48175,73.5 ,53.9, 90.0
"Gregg County, Texas",48183,73.5 ,55.8, 88.7
"Guernsey County, Ohio",39059,73.5 ,60.1, 86.0
"Hertford County, North Carolina",37091,73.5 ,57.4, 87.7
"Hyde County, South Dakota",46069,73.5 ,54.3, 89.8
"Irion County, Texas",48235,73.5 ,54.2, 90.0
"Jefferson County, Tennessee",47089,73.5 ,56.7, 88.0
"Jones County, North Carolina",37103,73.5 ,53.9, 89.8
"Jones County, South Dakota",46075,73.5 ,54.3, 89.8
"Kenedy County, Texas",48261,73.5 ,54.4, 89.9
"La Plata County, Colorado",08067,73.5 ,59.6, 86.1
"LaFourche Parish, Louisiana",22057,73.5 ,60.6, 85.7
"Leslie County, Kentucky",21131,73.5 ,60.0, 85.8
"Livingston County, Michigan",26093,73.5 ,62.3, 84.4
"Mason County, Texas",48319,73.5 ,54.3, 89.9
"McPherson County, Nebraska",31117,73.5 ,54.2, 89.8
"Montgomery County, Iowa",19137,73.5 ,58.7, 86.8
"Morris County, Texas",48343,73.5 ,54.3, 89.8
"Pickett County, Tennessee",47137,73.5 ,54.2, 89.8
"Putnam County, Missouri",29171,73.5 ,54.3, 89.9
"Randolph County, West Virginia",54083,73.5 ,57.8, 87.5
"Rich County, Utah",49033,73.5 ,54.0, 89.7
"Schley County, Georgia",13249,73.5 ,54.0, 89.9
"Sullivan County, Pennsylvania",42113,73.5 ,54.3, 89.9
"Trego County, Kansas",20195,73.5 ,54.4, 89.8
"Webster County, Georgia",13307,73.5 ,54.3, 89.7
"Wheeler County, Oregon",41069,73.5 ,54.1, 89.8
"Worth County, Iowa",19195,73.5 ,56.5, 88.2
"Zapata County, Texas",48505,73.5 ,54.1, 89.9
"Alexander County, Illinois",17003,73.4 ,53.9, 89.9
"Armstrong County, Texas",48011,73.4 ,54.0, 89.8
"Beaufort County, South Carolina",45013,73.4 ,61.6, 84.8
"Carroll County, Iowa",19027,73.4 ,57.9, 87.1
"Cuyahoga County, Ohio",39035,73.4 ,64.7, 81.7
"Duplin County, North Carolina",37061,73.4 ,56.5, 88.3
"Elkhart County, Indiana",18039,73.4 ,59.4, 86.2
"Grainger County, Tennessee",47057,73.4 ,53.9, 89.8
"Houston County, Minnesota",27055,73.4 ,58.3, 86.8
"Jones County, Texas",48253,73.4 ,53.9, 89.8
"Kalawao County, Hawaii",15005,73.4 ,54.0, 90.0
"Logan County, Nebraska",31113,73.4 ,53.9, 89.8
"Mahoning County, Ohio",39099,73.4 ,61.5, 84.6
"Marion County, West Virginia",54049,73.4 ,60.9, 85.3
"Meade County, South Dakota",46093,73.4 ,60.7, 85.3
"Miami County, Ohio",39109,73.4 ,60.7, 85.1
"Nevada County, Arkansas",05099,73.4 ,56.3, 88.2
"Somervell County, Texas",48425,73.4 ,53.9, 89.8
"Todd County, Kentucky",21219,73.4 ,56.6, 88.1
"Valley County, Montana",30105,73.4 ,59.3, 86.3
"Washington County, Ohio",39167,73.4 ,64.0, 82.4
"Weakley County, Tennessee",47183,73.4 ,60.5, 84.9
"York County, Pennsylvania",42133,73.4 ,59.7, 86.1
"Blaine County, Oklahoma",40011,73.3 ,56.9, 87.6
"Buncombe County, North Carolina",37021,73.3 ,63.9, 82.1
"Chittenden County, Vermont",50007,73.3 ,64.8, 81.7
"Colleton County, South Carolina",45029,73.3 ,60.7, 85.4
"Emery County, Utah",49015,73.3 ,58.6, 86.8
"Fresno County, California",06019,73.3 ,66.8, 79.5
"Hardeman County, Tennessee",47069,73.3 ,58.3, 86.8
"Hillsborough County, Florida",12057,73.3 ,64.9, 81.5
"Hot Spring County, Arkansas",05059,73.3 ,57.9, 86.9
"Las Animas County, Colorado",08071,73.3 ,57.5, 87.2
"Latimer County, Oklahoma",40077,73.3 ,56.3, 88.2
"Lee County, Illinois",17103,73.3 ,56.8, 87.8
"Lewis and Clark County, Montana",30049,73.3 ,60.6, 85.0
"Lincoln County, North Carolina",37109,73.3 ,55.5, 88.5
"Madison County, Georgia",13195,73.3 ,56.5, 87.8
"Oldham County, Texas",48359,73.3 ,53.6, 89.9
"Orange County, New York",36071,73.3 ,63.0, 82.9
"Perry County, Indiana",18123,73.3 ,56.2, 88.1
"Polk County, Georgia",13233,73.3 ,58.3, 86.9
"Polk County, Tennessee",47139,73.3 ,56.2, 88.0
"Pondera County, Montana",30073,73.3 ,57.7, 87.1
"Rock County, Nebraska",31149,73.3 ,58.3, 87.1
"Rogers County, Oklahoma",40131,73.3 ,58.6, 86.7
"Rutherford County, Tennessee",47149,73.3 ,64.3, 81.7
"Santa Cruz County, Arizona",04023,73.3 ,58.3, 86.9
"Sioux County, North Dakota",38085,73.3 ,55.3, 88.6
"Stone County, Missouri",29209,73.3 ,56.7, 87.6
"Adams County, Washington",53001,73.2 ,57.9, 87.0
"Breathitt County, Kentucky",21025,73.2 ,58.9, 86.4
"Calhoun County, Alabama",01015,73.2 ,60.2, 85.6
"Clackamas County, Oregon",41005,73.2 ,64.5, 81.8
"Furnas County, Nebraska",31065,73.2 ,58.3, 86.6
"Greenville County, South Carolina",45045,73.2 ,64.1, 82.0
"Grundy County, Iowa",19075,73.2 ,58.2, 86.7
"Itawamba County, Mississippi",28057,73.2 ,58.4, 86.4
"Jefferson County, Colorado",08059,73.2 ,65.0, 81.2
"Medina County, Ohio",39103,73.2 ,59.3, 86.2
"Paulding County, Ohio",39125,73.2 ,57.2, 87.5
"Peach County, Georgia",13225,73.2 ,56.2, 88.1
"Roosevelt County, Montana",30085,73.2 ,59.6, 85.8
"Tattnall County, Georgia",13267,73.2 ,56.2, 88.0
"Washington County, Vermont",50023,73.2 ,63.2, 82.6
"Allen Parish, Louisiana",22003,73.1 ,57.0, 87.6
"Barnwell County, South Carolina",45011,73.1 ,59.1, 86.1
"Chelan County, Washington",53007,73.1 ,59.8, 85.7
"Cheshire County, New Hampshire",33005,73.1 ,61.5, 84.5
"Clarke County, Mississippi",28023,73.1 ,58.3, 86.4
"Dyer County, Tennessee",47045,73.1 ,57.0, 87.3
"Greenwood County, South Carolina",45047,73.1 ,62.6, 83.1
"Hartford County, Connecticut",09003,73.1 ,64.9, 80.9
"Harvey County, Kansas",20079,73.1 ,59.5, 85.8
"Jackson County, West Virginia",54035,73.1 ,58.7, 86.2
"Kent County, Michigan",26081,73.1 ,64.1, 81.9
"Lincoln County, Wyoming",56023,73.1 ,58.5, 86.6
"Manitowoc County, Wisconsin",55071,73.1 ,57.0, 87.3
"Montgomery County, Texas",48339,73.1 ,61.3, 84.1
"Morton County, North Dakota",38059,73.1 ,60.4, 85.2
"Northwest Arctic Borough, Alaska",02188,73.1 ,57.0, 87.3
"Portage County, Ohio",39133,73.1 ,61.2, 84.2
"Scott County, Kansas",20171,73.1 ,56.3, 87.9
"St. Louis County, Minnesota",27137,73.1 ,61.8, 84.0
"Taylor County, Florida",12123,73.1 ,60.6, 84.9
"Treutlen County, Georgia",13283,73.1 ,55.7, 88.0
"Union County, Ohio",39159,73.1 ,58.3, 86.6
"Wake County, North Carolina",37183,73.1 ,63.6, 82.2
"Williamsburg City, Virginia",51830,73.1 ,55.3, 88.6
"Williamsburg County, South Carolina",45089,73.1 ,60.8, 84.5
"Cherokee County, South Carolina",45021,73.0 ,57.5, 86.5
"Colquitt County, Georgia",13071,73.0 ,63.7, 81.7
"Crawford County, Indiana",18025,73.0 ,56.1, 87.7
"DuPage County, Illinois",17043,73.0 ,65.0, 80.7
"Hampden County, Massachusetts",25013,73.0 ,63.5, 82.0
"Haskell County, Kansas",20081,73.0 ,56.2, 87.8
"Hawaii County, Hawaii",15001,73.0 ,62.0, 83.9
"Holmes County, Mississippi",28051,73.0 ,59.1, 86.1
"Humboldt County, Iowa",19091,73.0 ,56.5, 87.5
"Lake County, Illinois",17097,73.0 ,64.0, 81.4
"Madison Parish, Louisiana",22065,73.0 ,56.0, 87.9
"Marshall County, Tennessee",47117,73.0 ,56.8, 87.3
"Newton County, Mississippi",28101,73.0 ,57.5, 86.8
"Pawnee County, Oklahoma",40117,73.0 ,56.2, 87.6
"Pope County, Arkansas",05115,73.0 ,59.6, 85.4
"Russell County, Kansas",20167,73.0 ,57.2, 87.2
"Sandoval County, New Mexico",35043,73.0 ,61.6, 83.9
"Wallowa County, Oregon",41063,73.0 ,55.7, 88.1
"Whitley County, Indiana",18183,73.0 ,60.9, 84.1
"Yuma County, Arizona",04027,73.0 ,60.2, 85.2
"Arkansas County, Arkansas",05001,72.9 ,57.3, 87.0
"Baker County, Oregon",41001,72.9 ,58.0, 86.5
"Bennington County, Vermont",50003,72.9 ,60.9, 84.4
"Berkeley County, South Carolina",45015,72.9 ,61.7, 83.6
"Broomfield County, Colorado",08014,72.9 ,58.3, 86.2
"Bryan County, Oklahoma",40013,72.9 ,58.7, 85.9
"Buffalo County, South Dakota",46017,72.9 ,55.8, 87.6
"Clay County, North Carolina",37043,72.9 ,56.4, 87.4
"Craven County, North Carolina",37049,72.9 ,57.6, 86.7
"Curry County, New Mexico",35009,72.9 ,60.0, 85.1
"Eddy County, New Mexico",35015,72.9 ,59.2, 85.4
"Keokuk County, Iowa",19107,72.9 ,56.1, 87.7
"Lincoln County, Wisconsin",55069,72.9 ,57.1, 86.9
"McCormick County, South Carolina",45065,72.9 ,57.9, 86.4
"Montgomery County, New York",36057,72.9 ,60.4, 84.9
"Parker County, Texas",48367,72.9 ,63.3, 81.7
"Pasco County, Florida",12101,72.9 ,62.8, 82.4
"Saline County, Kansas",20169,72.9 ,62.0, 83.2
"Sullivan County, New York",36105,72.9 ,61.6, 83.6
"Susquehanna County, Pennsylvania",42115,72.9 ,55.6, 87.9
