
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

Had Colonoscopy in Past 10 Years
"All Races (includes Hispanic), Both Sexes, Ages 50-75"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Sacramento County, California",06067,59.0 ,50.2, 67.9
"Saline County, Illinois",17165,59.0 ,43.3, 73.8
"Saluda County, South Carolina",45081,59.0 ,46.9, 71.2
"San Joaquin County, California",06077,59.0 ,48.4, 69.6
"Sierra County, California",06091,59.0 ,43.5, 73.8
"Sunflower County, Mississippi",28133,59.0 ,46.2, 71.7
"Taos County, New Mexico",35055,59.0 ,46.6, 71.5
"Acadia Parish, Louisiana",22001,58.9 ,46.1, 71.7
"Barbour County, Alabama",01005,58.9 ,45.0, 72.5
"Bladen County, North Carolina",37017,58.9 ,43.3, 73.7
"Cook County, Georgia",13075,58.9 ,43.5, 73.6
"Guernsey County, Ohio",39059,58.9 ,46.6, 71.4
"Lamar County, Texas",48277,58.9 ,43.1, 73.9
"Macon County, Alabama",01087,58.9 ,44.2, 73.3
"Marion County, Missouri",29127,58.9 ,45.3, 72.3
"Montgomery County, Missouri",29139,58.9 ,44.3, 73.1
"Morgan County, Indiana",18109,58.9 ,47.3, 70.2
"Moultrie County, Illinois",17139,58.9 ,43.2, 73.7
"Panola County, Mississippi",28107,58.9 ,45.5, 72.4
"Perry County, Indiana",18123,58.9 ,44.5, 72.8
"Perry County, Ohio",39127,58.9 ,45.8, 71.9
"Person County, North Carolina",37145,58.9 ,43.8, 73.6
"Union County, New Jersey",34039,58.9 ,48.0, 69.7
"Warren County, Illinois",17187,58.9 ,43.4, 73.7
"Yolo County, California",06113,58.9 ,46.4, 71.1
"Blaine County, Montana",30005,58.8 ,45.6, 72.0
"Branch County, Michigan",26023,58.8 ,44.7, 72.5
"Chautauqua County, Kansas",20019,58.8 ,43.9, 73.3
"Clinton County, Ohio",39027,58.8 ,44.4, 72.9
"Conejos County, Colorado",08021,58.8 ,43.8, 73.3
"Fremont County, Wyoming",56013,58.8 ,47.8, 70.2
"Hancock County, West Virginia",54029,58.8 ,46.0, 71.5
"Nolan County, Texas",48353,58.8 ,42.3, 74.5
"Pike County, Arkansas",05109,58.8 ,44.2, 72.9
"Roger Mills County, Oklahoma",40129,58.8 ,43.4, 73.7
"St. Martin Parish, Louisiana",22099,58.8 ,46.1, 71.5
"Vinton County, Ohio",39163,58.8 ,45.4, 72.0
"Webster County, Georgia",13307,58.8 ,43.4, 73.4
"Williams County, North Dakota",38105,58.8 ,47.0, 70.7
"Cass County, Texas",48067,58.7 ,42.4, 74.4
"Chambers County, Alabama",01017,58.7 ,43.7, 73.1
"Childress County, Texas",48075,58.7 ,42.3, 74.4
"Crawford County, Wisconsin",55023,58.7 ,43.9, 73.1
"Creek County, Oklahoma",40037,58.7 ,46.1, 71.2
"Douglas County, Oregon",41019,58.7 ,46.3, 71.1
"Edwards County, Kansas",20047,58.7 ,44.1, 72.9
"Erie County, Ohio",39043,58.7 ,46.2, 71.4
"Harrison County, Texas",48203,58.7 ,43.2, 73.6
"Hillsborough County, Florida",12057,58.7 ,51.4, 66.0
"Hudson County, New Jersey",34017,58.7 ,47.9, 69.3
"Kaufman County, Texas",48257,58.7 ,43.5, 73.4
"Lee County, Texas",48287,58.7 ,44.3, 72.8
"Lyon County, Nevada",32019,58.7 ,46.4, 71.1
"Mercer County, Missouri",29129,58.7 ,43.1, 73.6
"Morgan County, Ohio",39115,58.7 ,45.5, 71.8
"Musselshell County, Montana",30065,58.7 ,44.4, 72.8
"Nicholas County, Kentucky",21181,58.7 ,43.3, 73.5
"Pinal County, Arizona",04021,58.7 ,48.2, 69.4
"Randolph County, Arkansas",05121,58.7 ,44.4, 72.5
"Sampson County, North Carolina",37163,58.7 ,44.6, 72.5
"San Miguel County, New Mexico",35047,58.7 ,45.8, 71.3
"Stanly County, North Carolina",37167,58.7 ,44.3, 72.5
"Clermont County, Ohio",39025,58.6 ,47.9, 69.2
"Cuming County, Nebraska",31039,58.6 ,45.9, 71.2
"Dooly County, Georgia",13093,58.6 ,44.3, 72.5
"Edgefield County, South Carolina",45037,58.6 ,46.1, 71.1
"Franklin County, Indiana",18047,58.6 ,44.9, 72.2
"Garfield County, Oklahoma",40047,58.6 ,46.5, 70.9
"Halifax County, North Carolina",37083,58.6 ,43.4, 73.1
"Hancock County, Tennessee",47067,58.6 ,42.7, 73.7
"Hemphill County, Texas",48211,58.6 ,42.2, 74.3
"Johnston County, Oklahoma",40069,58.6 ,44.8, 71.9
"Logan County, North Dakota",38047,58.6 ,43.8, 73.0
"Tangipahoa Parish, Louisiana",22105,58.6 ,46.9, 70.4
"Tulsa County, Oklahoma",40143,58.6 ,50.7, 66.6
"Washington County, Kentucky",21229,58.6 ,43.5, 73.3
"Wells County, North Dakota",38103,58.6 ,45.3, 71.9
"Bamberg County, South Carolina",45009,58.5 ,45.7, 71.2
"Barron County, Wisconsin",55005,58.5 ,44.8, 71.8
"Brown County, Kansas",20013,58.5 ,44.8, 71.8
"Calhoun County, West Virginia",54013,58.5 ,44.1, 72.5
"Candler County, Georgia",13043,58.5 ,43.6, 72.9
"Chickasaw County, Mississippi",28017,58.5 ,45.6, 71.6
"Craig County, Virginia",51045,58.5 ,43.0, 73.4
"Dyer County, Tennessee",47045,58.5 ,43.6, 72.8
"Greene County, Mississippi",28041,58.5 ,44.7, 72.1
"Harrison County, Mississippi",28047,58.5 ,46.6, 70.7
"Hutchinson County, South Dakota",46067,58.5 ,43.5, 73.0
"Jones County, Texas",48253,58.5 ,42.3, 74.0
"Madison County, Texas",48313,58.5 ,43.4, 73.2
"Mayes County, Oklahoma",40097,58.5 ,44.6, 72.0
"McNairy County, Tennessee",47109,58.5 ,44.3, 72.3
"New Kent County, Virginia",51127,58.5 ,43.8, 72.7
"Ouachita County, Arkansas",05103,58.5 ,44.6, 72.2
"Polk County, Oregon",41053,58.5 ,45.3, 71.5
"Scioto County, Ohio",39145,58.5 ,47.1, 70.2
"Snyder County, Pennsylvania",42109,58.5 ,43.1, 73.2
"St. Louis City, Missouri",29510,58.5 ,47.7, 69.7
"Ward County, Texas",48475,58.5 ,42.1, 74.1
"Webster County, West Virginia",54101,58.5 ,43.4, 73.1
"Winn Parish, Louisiana",22127,58.5 ,43.6, 73.0
"Adams County, Mississippi",28001,58.4 ,45.9, 70.8
"Alexandria City, Virginia",51510,58.4 ,46.2, 70.5
"Boone County, Arkansas",05009,58.4 ,44.9, 71.6
"Cedar County, Missouri",29039,58.4 ,42.3, 73.8
"Charlton County, Georgia",13049,58.4 ,44.1, 72.5
"Clarke County, Virginia",51043,58.4 ,43.8, 72.7
"Cullman County, Alabama",01043,58.4 ,44.6, 71.5
"Dallas County, Arkansas",05039,58.4 ,43.3, 73.0
"Fairfax City, Virginia",51600,58.4 ,45.6, 71.3
"Highland County, Virginia",51091,58.4 ,42.9, 73.5
"Marshall County, Indiana",18099,58.4 ,50.1, 66.4
"Rappahannock County, Virginia",51157,58.4 ,43.3, 72.9
"Susquehanna County, Pennsylvania",42115,58.4 ,43.9, 72.5
"Weld County, Colorado",08123,58.4 ,50.2, 66.8
"Bay County, Florida",12005,58.3 ,48.7, 67.7
"Copiah County, Mississippi",28029,58.3 ,44.0, 72.0
"DeKalb County, Alabama",01049,58.3 ,45.4, 70.9
"Ector County, Texas",48135,58.3 ,43.3, 72.8
"Harrison County, Iowa",19085,58.3 ,44.6, 71.6
"Howard County, Texas",48227,58.3 ,42.7, 73.3
"Madison County, Arkansas",05087,58.3 ,44.4, 71.9
"Pontotoc County, Oklahoma",40123,58.3 ,48.0, 68.5
"Putnam County, Georgia",13237,58.3 ,43.6, 72.8
"Spotsylvania County, Virginia",51177,58.3 ,46.5, 69.9
"Barnes County, North Dakota",38003,58.2 ,45.0, 71.4
"Bath County, Virginia",51017,58.2 ,42.1, 73.7
"Cassia County, Idaho",16031,58.2 ,44.6, 71.5
"Choctaw County, Mississippi",28019,58.2 ,43.8, 72.3
"Cumberland County, Kentucky",21057,58.2 ,42.9, 73.1
"Danville City, Virginia",51590,58.2 ,45.7, 70.4
"Florence County, South Carolina",45041,58.2 ,48.3, 68.4
"Fulton County, Kentucky",21075,58.2 ,43.2, 72.7
"Huntington County, Indiana",18069,58.2 ,44.2, 72.0
"Jackson County, Arkansas",05067,58.2 ,43.3, 72.7
"Jefferson County, Arkansas",05069,58.2 ,45.7, 70.7
"Ketchikan Gateway Borough, Alaska",02130,58.2 ,45.5, 71.0
"Lafayette County, Missouri",29107,58.2 ,44.7, 71.5
"Levy County, Florida",12075,58.2 ,44.5, 71.6
"Mahnomen County, Minnesota",27087,58.2 ,43.1, 72.9
"Montgomery County, Kentucky",21173,58.2 ,44.3, 71.9
"Muskogee County, Oklahoma",40101,58.2 ,45.4, 70.8
"Page County, Virginia",51139,58.2 ,44.5, 71.9
"Ripley County, Missouri",29181,58.2 ,42.8, 72.9
"Shenandoah County, Virginia",51171,58.2 ,43.9, 72.2
"Valley County, Nebraska",31175,58.2 ,44.9, 71.4
"Van Zandt County, Texas",48467,58.2 ,43.1, 72.9
"Wayne County, Missouri",29223,58.2 ,43.3, 72.6
"Crawford County, Iowa",19047,58.1 ,44.8, 71.3
"Kimble County, Texas",48267,58.1 ,41.8, 73.6
"Lac qui Parle County, Minnesota",27073,58.1 ,43.5, 72.2
"Lafayette County, Arkansas",05073,58.1 ,43.9, 72.1
"Madison County, Idaho",16065,58.1 ,44.4, 71.6
"Marion County, Texas",48315,58.1 ,42.8, 73.0
"Tattnall County, Georgia",13267,58.1 ,44.1, 71.9
"Union County, Oregon",41061,58.1 ,43.4, 72.3
"Vernon Parish, Louisiana",22115,58.1 ,44.1, 71.7
"Wilbarger County, Texas",48487,58.1 ,44.0, 71.8
"Yakutat City and Borough, Alaska",02282,58.1 ,42.4, 72.8
"Adair County, Iowa",19001,58.0 ,45.1, 70.7
"Bandera County, Texas",48019,58.0 ,42.6, 72.8
"Carbon County, Wyoming",56007,58.0 ,45.9, 70.4
"Clay County, Arkansas",05021,58.0 ,43.5, 72.2
"Edmonson County, Kentucky",21061,58.0 ,43.1, 72.5
"Kanabec County, Minnesota",27065,58.0 ,43.9, 71.8
"Kiowa County, Kansas",20097,58.0 ,45.6, 70.2
"Lake County, Tennessee",47095,58.0 ,41.6, 73.8
"Love County, Oklahoma",40085,58.0 ,43.5, 72.5
"Potter County, Texas",48375,58.0 ,42.9, 72.3
"Scotland County, Missouri",29199,58.0 ,43.1, 72.4
"Texas County, Missouri",29215,58.0 ,43.5, 72.1
"White County, Georgia",13311,58.0 ,43.6, 72.2
"Charlotte County, Virginia",51037,57.9 ,42.7, 72.5
"Clay County, West Virginia",54015,57.9 ,43.4, 72.2
"DeKalb County, Missouri",29063,57.9 ,42.8, 72.6
"Fergus County, Montana",30027,57.9 ,44.2, 71.5
"Goshen County, Wyoming",56015,57.9 ,45.2, 70.6
"Gwinnett County, Georgia",13135,57.9 ,49.0, 67.0
"Hardeman County, Tennessee",47069,57.9 ,43.7, 71.8
"Irwin County, Georgia",13155,57.9 ,42.6, 73.0
"Kittitas County, Washington",53037,57.9 ,45.6, 70.4
"Lake County, Ohio",39085,57.9 ,46.7, 69.2
"Lewis County, West Virginia",54041,57.9 ,44.2, 71.5
"Lincoln County, Arkansas",05079,57.9 ,43.1, 72.2
"Marion County, Arkansas",05089,57.9 ,43.6, 71.8
"Mississippi County, Missouri",29133,57.9 ,43.8, 71.7
"Oscoda County, Michigan",26135,57.9 ,42.4, 72.9
"Shoshone County, Idaho",16079,57.9 ,43.5, 71.8
"Stevens County, Washington",53065,57.9 ,45.5, 70.5
"Tishomingo County, Mississippi",28141,57.9 ,43.1, 72.2
"Tyler County, West Virginia",54095,57.9 ,42.5, 72.8
"Adams County, Indiana",18001,57.8 ,43.6, 71.9
"Clinch County, Georgia",13065,57.8 ,43.2, 72.0
"Dawes County, Nebraska",31045,57.8 ,44.2, 71.4
"Dillingham Census Area, Alaska",02070,57.8 ,43.2, 72.1
"Franklin County, Ohio",39049,57.8 ,49.9, 65.9
"Hays County, Texas",48209,57.8 ,47.2, 68.3
"Hickory County, Missouri",29085,57.8 ,41.4, 73.7
"Lee County, Iowa",19111,57.8 ,47.3, 68.5
"Logan County, West Virginia",54045,57.8 ,45.0, 70.5
"Major County, Oklahoma",40093,57.8 ,42.6, 72.6
"Pasco County, Florida",12101,57.8 ,48.4, 67.1
"Ross County, Ohio",39141,57.8 ,46.5, 69.6
"Tehama County, California",06103,57.8 ,43.2, 72.0
"Thayer County, Nebraska",31169,57.8 ,44.2, 71.3
"Union County, Tennessee",47173,57.8 ,43.0, 72.0
"Washington County, North Carolina",37187,57.8 ,43.0, 72.1
"Wilkinson County, Mississippi",28157,57.8 ,43.7, 71.8
"Wrangell Borough, Alaska",02275,57.8 ,43.0, 71.8
"Bradley County, Arkansas",05011,57.7 ,43.0, 71.9
"Cibola County, New Mexico",35006,57.7 ,45.3, 70.1
"Claiborne County, Tennessee",47025,57.7 ,42.9, 71.9
"Clay County, South Dakota",46027,57.7 ,43.6, 71.5
"Cleveland County, Oklahoma",40027,57.7 ,48.5, 67.0
"Converse County, Wyoming",56009,57.7 ,44.7, 70.7
"Culpeper County, Virginia",51047,57.7 ,44.8, 70.5
"Hempstead County, Arkansas",05057,57.7 ,43.0, 72.0
"Lawrence County, Arkansas",05075,57.7 ,43.3, 71.6
"Lawrence County, Mississippi",28077,57.7 ,43.8, 71.6
"Logan County, Kentucky",21141,57.7 ,43.5, 71.6
"Martin County, Texas",48317,57.7 ,41.6, 73.1
"Okanogan County, Washington",53047,57.7 ,45.9, 69.8
"Refugio County, Texas",48391,57.7 ,41.2, 73.6
"Roosevelt County, New Mexico",35041,57.7 ,44.9, 70.6
"Benton County, Mississippi",28009,57.6 ,42.3, 72.3
"Butler County, Missouri",29023,57.6 ,44.2, 70.8
"Caldwell County, Texas",48055,57.6 ,44.3, 70.7
"Crawford County, Indiana",18025,57.6 ,43.2, 71.6
"Dewey County, South Dakota",46041,57.6 ,45.8, 69.6
"Klamath County, Oregon",41035,57.6 ,48.1, 67.0
"Loving County, Texas",48301,57.6 ,41.5, 73.5
"Miami-Dade County, Florida",12086,57.6 ,51.5, 63.7
"Mississippi County, Arkansas",05093,57.6 ,43.9, 71.2
"Saguache County, Colorado",08109,57.6 ,42.2, 72.6
"Salem County, New Jersey",34033,57.6 ,45.1, 70.0
"Sharp County, Arkansas",05135,57.6 ,47.9, 67.2
"Silver Bow County, Montana",30093,57.6 ,44.6, 70.8
"Wilcox County, Georgia",13315,57.6 ,42.2, 72.7
"Bollinger County, Missouri",29017,57.5 ,42.4, 72.2
"Clayton County, Iowa",19043,57.5 ,44.1, 70.8
"Contra Costa County, California",06013,57.5 ,49.4, 65.6
"Dunn County, North Dakota",38025,57.5 ,43.2, 71.2
"Falls County, Texas",48145,57.5 ,41.3, 73.4
"Jackson County, Colorado",08057,57.5 ,41.4, 72.9
"Kodiak Island Borough, Alaska",02150,57.5 ,43.4, 71.3
"Lake County, Montana",30047,57.5 ,45.3, 69.8
"Lawrence County, Illinois",17101,57.5 ,42.0, 72.6
"Oliver County, North Dakota",38065,57.5 ,42.9, 71.7
"Ramsey County, North Dakota",38071,57.5 ,45.3, 70.2
"Taylor County, Wisconsin",55119,57.5 ,42.8, 71.8
"Blount County, Alabama",01009,57.4 ,44.2, 70.5
"Buena Vista City, Virginia",51530,57.4 ,42.0, 72.2
"Custer County, Nebraska",31041,57.4 ,45.4, 69.9
"Fulton County, Indiana",18049,57.4 ,42.6, 71.9
"Hart County, Kentucky",21099,57.4 ,42.1, 72.3
"Live Oak County, Texas",48297,57.4 ,42.1, 72.4
"Marion County, South Carolina",45067,57.4 ,45.2, 69.9
"Marshall County, Oklahoma",40095,57.4 ,43.1, 71.7
"Sanpete County, Utah",49039,57.4 ,45.2, 69.8
"Sedgwick County, Colorado",08115,57.4 ,40.9, 72.8
"Trinity County, Texas",48455,57.4 ,42.0, 72.5
"Kendall County, Texas",48259,57.3 ,45.8, 68.5
"King County, Texas",48269,57.3 ,40.9, 73.1
"Nacogdoches County, Texas",48347,57.3 ,47.3, 67.4
"Okfuskee County, Oklahoma",40107,57.3 ,41.7, 72.4
"Pulaski County, Georgia",13235,57.3 ,42.1, 72.1
"West Carroll Parish, Louisiana",22123,57.3 ,42.6, 71.6
"Ashtabula County, Ohio",39007,57.2 ,44.8, 69.7
"Atoka County, Oklahoma",40005,57.2 ,42.1, 71.6
"Boundary County, Idaho",16021,57.2 ,42.5, 71.5
"Cherokee County, Alabama",01019,57.2 ,42.6, 71.2
"Franklin County, Washington",53021,57.2 ,45.9, 68.5
"Jackson County, Alabama",01071,57.2 ,43.8, 70.8
"Kalkaska County, Michigan",26079,57.2 ,42.6, 71.5
"Lander County, Nevada",32015,57.2 ,41.8, 72.2
"Lassen County, California",06035,57.2 ,41.8, 72.4
"Liberty County, Texas",48291,57.2 ,42.7, 71.1
"Madison Parish, Louisiana",22065,57.2 ,42.0, 72.1
"Marshall County, Kentucky",21157,57.2 ,46.6, 67.8
"McClain County, Oklahoma",40087,57.2 ,56.1, 58.2
"Meriwether County, Georgia",13199,57.2 ,42.6, 71.5
"Owyhee County, Idaho",16073,57.2 ,42.5, 71.4
"Pickens County, Georgia",13227,57.2 ,43.4, 70.6
"Pike County, Mississippi",28113,57.2 ,44.2, 70.2
"Schleicher County, Texas",48413,57.2 ,40.6, 72.9
"Simpson County, Mississippi",28127,57.2 ,42.6, 71.4
"Sussex County, Virginia",51183,57.2 ,43.5, 70.7
"Tarrant County, Texas",48439,57.2 ,50.6, 63.8
"Troup County, Georgia",13285,57.2 ,42.9, 71.0
"Arkansas County, Arkansas",05001,57.1 ,43.0, 71.1
"Brooks County, Georgia",13027,57.1 ,42.3, 71.7
"Chesterfield County, South Carolina",45025,57.1 ,45.1, 69.2
"Clayton County, Georgia",13063,57.1 ,45.8, 68.5
"Crane County, Texas",48103,57.1 ,40.6, 73.0
"Darke County, Ohio",39037,57.1 ,46.7, 67.4
"Desha County, Arkansas",05041,57.1 ,41.9, 71.6
"Dickenson County, Virginia",51051,57.1 ,42.8, 71.1
"Hall County, Texas",48191,57.1 ,40.8, 73.1
"Hardin County, Texas",48199,57.1 ,41.8, 71.8
"Jackson County, Kentucky",21109,57.1 ,42.1, 71.4
"Marshall County, Mississippi",28093,57.1 ,43.4, 70.7
"Taylor County, Iowa",19173,57.1 ,42.7, 71.0
"Claiborne Parish, Louisiana",22027,57.0 ,41.9, 71.5
"Clark County, Missouri",29045,57.0 ,41.8, 71.6
"Douglas County, Washington",53017,57.0 ,44.7, 69.5
"Ferry County, Washington",53019,57.0 ,42.5, 71.1
"Greene County, Georgia",13133,57.0 ,42.0, 71.5
"Hoke County, North Carolina",37093,57.0 ,41.8, 71.7
"Madison County, North Carolina",37115,57.0 ,41.6, 71.8
"Mason County, West Virginia",54053,57.0 ,43.7, 70.3
"Mitchell County, North Carolina",37121,57.0 ,41.9, 71.7
"Reynolds County, Missouri",29179,57.0 ,42.0, 71.6
"Wheatland County, Montana",30107,57.0 ,41.9, 71.6
"White Pine County, Nevada",32033,57.0 ,42.0, 71.5
"Bowman County, North Dakota",38011,56.9 ,42.2, 71.2
"Caldwell Parish, Louisiana",22021,56.9 ,41.9, 71.6
"Calhoun County, Mississippi",28013,56.9 ,42.2, 71.1
"Calhoun County, Texas",48057,56.9 ,41.1, 72.1
"Cherokee County, South Carolina",45021,56.9 ,43.8, 70.3
"Covington County, Mississippi",28031,56.9 ,42.6, 70.6
"Crowley County, Colorado",08025,56.9 ,41.3, 72.0
"Jackson County, South Dakota",46071,56.9 ,44.0, 69.7
"Newton County, Arkansas",05101,56.9 ,42.6, 71.1
"Panola County, Texas",48365,56.9 ,40.5, 72.6
"Queens County, New York",36081,56.9 ,50.2, 63.5
"Saline County, Kansas",20169,56.9 ,47.8, 66.1
"St. Clair County, Missouri",29185,56.9 ,41.4, 71.8
"Taylor County, Georgia",13269,56.9 ,42.0, 71.7
"Adams County, Idaho",16003,56.8 ,41.7, 71.4
"Ashley County, Arkansas",05003,56.8 ,43.2, 70.2
"Attala County, Mississippi",28007,56.8 ,43.2, 70.3
"Bourbon County, Kansas",20011,56.8 ,43.6, 69.9
"Cochise County, Arizona",04003,56.8 ,46.9, 67.1
"Graham County, Arizona",04009,56.8 ,43.5, 70.0
"Harper County, Oklahoma",40059,56.8 ,41.4, 71.6
"Hill County, Montana",30041,56.8 ,45.1, 69.1
"Jeff Davis County, Texas",48243,56.8 ,40.2, 72.4
"Karnes County, Texas",48255,56.8 ,40.3, 72.6
"Knox County, Kentucky",21121,56.8 ,43.1, 70.3
"Lincoln County, Nevada",32017,56.8 ,42.0, 71.4
"Millard County, Utah",49027,56.8 ,44.5, 69.6
"Russell County, Kentucky",21207,56.8 ,43.2, 70.4
"Ware County, Georgia",13299,56.8 ,42.2, 71.2
"Washakie County, Wyoming",56043,56.8 ,43.1, 70.1
"Adair County, Kentucky",21001,56.7 ,42.5, 70.7
"Alamosa County, Colorado",08003,56.7 ,41.8, 71.2
"Bath County, Kentucky",21011,56.7 ,42.4, 70.8
"Coconino County, Arizona",04005,56.7 ,45.5, 68.5
"Colleton County, South Carolina",45029,56.7 ,44.6, 68.9
"Colquitt County, Georgia",13071,56.7 ,47.0, 66.0
"Coshocton County, Ohio",39031,56.7 ,43.8, 69.5
"Curry County, New Mexico",35009,56.7 ,45.2, 68.4
"Dickey County, North Dakota",38021,56.7 ,42.2, 70.8
"Hardin County, Tennessee",47071,56.7 ,43.1, 69.9
"LaFourche Parish, Louisiana",22057,56.7 ,44.4, 69.0
"Manassas Park City, Virginia",51685,56.7 ,40.4, 72.3
"Box Butte County, Nebraska",31013,56.6 ,43.5, 69.8
"Brantley County, Georgia",13025,56.6 ,41.8, 71.1
"Custer County, South Dakota",46033,56.6 ,42.3, 70.5
"Greensville County, Virginia",51081,56.6 ,41.3, 71.5
"Haskell County, Oklahoma",40061,56.6 ,42.0, 70.7
"Knox County, Ohio",39083,56.6 ,44.4, 69.0
"Lawrence County, Ohio",39087,56.6 ,44.4, 68.9
"McKean County, Pennsylvania",42083,56.6 ,41.8, 70.9
"Scurry County, Texas",48415,56.6 ,40.2, 72.2
"Williamsburg County, South Carolina",45089,56.6 ,45.3, 68.3
"Allen Parish, Louisiana",22003,56.5 ,41.7, 71.2
"Bledsoe County, Tennessee",47007,56.5 ,41.6, 71.1
"Dallas County, Alabama",01047,56.5 ,43.6, 69.4
"Glenn County, California",06021,56.5 ,41.7, 71.0
"Hitchcock County, Nebraska",31087,56.5 ,42.6, 70.1
"Iron County, Michigan",26071,56.5 ,41.3, 71.3
"Lee County, Kentucky",21129,56.5 ,42.7, 70.2
"Ohio County, Kentucky",21183,56.5 ,42.9, 70.0
"Pike County, Indiana",18125,56.5 ,41.3, 71.3
"Prairie County, Arkansas",05117,56.5 ,40.8, 71.3
"Reagan County, Texas",48383,56.5 ,40.2, 72.2
"Sanders County, Montana",30089,56.5 ,43.4, 69.7
"Umatilla County, Oregon",41059,56.5 ,43.6, 69.5
"Yell County, Arkansas",05149,56.5 ,42.8, 69.8
"Calhoun County, Arkansas",05013,56.4 ,41.1, 71.2
"Coffee County, Georgia",13069,56.4 ,42.2, 70.4
"Colfax County, Nebraska",31037,56.4 ,43.6, 69.2
"Fayette County, West Virginia",54019,56.4 ,44.7, 68.4
"Highlands County, Florida",12055,56.4 ,44.0, 69.0
"Keya Paha County, Nebraska",31103,56.4 ,41.0, 71.4
"Marion County, Georgia",13197,56.4 ,41.3, 71.3
"McCreary County, Kentucky",21147,56.4 ,41.8, 70.6
"Miller County, Georgia",13201,56.4 ,40.9, 71.4
"Nottoway County, Virginia",51135,56.4 ,45.6, 67.1
"Prince of Wales-Hyder Census Area, Alaska",02198,56.4 ,41.8, 70.7
"Rio Arriba County, New Mexico",35039,56.4 ,44.0, 68.9
"Shelby County, Texas",48419,56.4 ,41.2, 71.3
"Stephens County, Oklahoma",40137,56.4 ,43.6, 69.6
"Bethel Census Area, Alaska",02050,56.3 ,41.7, 70.6
"Chaves County, New Mexico",35005,56.3 ,45.3, 67.6
"Clark County, Indiana",18019,56.3 ,46.2, 66.8
"Coosa County, Alabama",01037,56.3 ,41.1, 71.3
"Cumberland County, Virginia",51049,56.3 ,41.5, 70.7
"Kenai Peninsula Borough, Alaska",02122,56.3 ,44.6, 68.5
"Kusilvak Census Area, Alaska",02158,56.3 ,41.2, 71.0
"Martinsville City, Virginia",51690,56.3 ,40.7, 71.4
"Metcalfe County, Kentucky",21169,56.3 ,41.5, 70.7
"Santa Clara County, California",06085,56.3 ,49.0, 63.7
"Santa Cruz County, Arizona",04023,56.3 ,42.9, 69.5
"Scotland County, North Carolina",37165,56.3 ,41.3, 71.0
"White County, Indiana",18181,56.3 ,41.6, 70.7
"Jack County, Texas",48237,56.2 ,40.8, 71.2
"Kern County, California",06029,56.2 ,49.2, 63.3
"Madison County, Florida",12079,56.2 ,44.0, 68.4
"Menard County, Texas",48327,56.2 ,39.6, 72.2
"Polk County, Florida",12105,56.2 ,46.4, 66.1
"San Saba County, Texas",48411,56.2 ,40.0, 72.1
"Santa Barbara County, California",06083,56.2 ,43.3, 69.3
"Seminole County, Oklahoma",40133,56.2 ,42.3, 70.0
"Shannon County, Missouri",29203,56.2 ,40.5, 71.5
"Sweetwater County, Wyoming",56037,56.2 ,44.2, 68.6
"Yancey County, North Carolina",37199,56.2 ,39.9, 71.9
"Beaver County, Pennsylvania",42007,56.1 ,44.8, 67.3
"Bell County, Kentucky",21013,56.1 ,41.5, 70.5
"Bienville Parish, Louisiana",22013,56.1 ,40.9, 70.7
"Bingham County, Idaho",16011,56.1 ,43.6, 68.8
"Clay County, Kansas",20027,56.1 ,41.7, 70.5
"Harrisonburg City, Virginia",51660,56.1 ,41.1, 70.8
"Johnson County, Nebraska",31097,56.1 ,42.8, 69.3
"Lincoln County, Wyoming",56023,56.1 ,43.5, 69.0
"Lunenburg County, Virginia",51111,56.1 ,42.1, 69.8
"Morgan County, Missouri",29141,56.1 ,40.9, 71.0
"Parke County, Indiana",18121,56.1 ,41.1, 70.8
"Republic County, Kansas",20157,56.1 ,41.8, 70.3
"Robertson County, Texas",48395,56.1 ,41.5, 70.5
"San Juan County, Utah",49037,56.1 ,43.0, 69.1
"Sierra County, New Mexico",35051,56.1 ,42.3, 69.9
"St. Clair County, Illinois",17163,56.1 ,47.3, 64.7
"Union County, New Mexico",35059,56.1 ,41.6, 70.5
"Allendale County, South Carolina",45005,56.0 ,42.2, 69.6
"Choctaw County, Oklahoma",40023,56.0 ,41.9, 70.0
"Corson County, South Dakota",46031,56.0 ,43.0, 69.0
"Dallas County, Missouri",29059,56.0 ,39.9, 71.9
"Douglas County, Georgia",13097,56.0 ,43.4, 68.7
"Fayette County, Illinois",17051,56.0 ,40.3, 71.1
"Hawkins County, Tennessee",47073,56.0 ,43.9, 67.9
"Johnson County, Texas",48251,56.0 ,44.4, 67.3
"Maui County, Hawaii",15009,56.0 ,45.5, 67.4
"Moody County, South Dakota",46101,56.0 ,41.2, 70.4
"Northwest Arctic Borough, Alaska",02188,56.0 ,40.7, 70.9
"Patrick County, Virginia",51141,56.0 ,41.6, 70.2
"Paulding County, Georgia",13223,56.0 ,43.4, 68.3
"Perry County, Arkansas",05105,56.0 ,41.8, 70.1
"Perry County, Kentucky",21193,56.0 ,43.8, 68.6
"Thurston County, Nebraska",31173,56.0 ,42.8, 69.3
"Wasco County, Oregon",41065,56.0 ,42.3, 69.5
"Bacon County, Georgia",13005,55.9 ,40.5, 70.8
