
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

Had Colonoscopy in Past 10 Years
"All Races (includes Hispanic), Both Sexes, Ages 50-75"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Cowley County, Kansas",20035,64.8 ,52.7, 76.7
"Dakota County, Minnesota",27037,64.8 ,56.8, 72.9
"Douglas County, Kansas",20045,64.8 ,53.8, 75.7
"East Baton Rouge Parish, Louisiana",22033,64.8 ,56.2, 73.5
"Geneva County, Alabama",01061,64.8 ,52.2, 77.1
"Hamilton County, Iowa",19079,64.8 ,51.0, 77.7
"Haywood County, North Carolina",37087,64.8 ,54.7, 74.8
"Irion County, Texas",48235,64.8 ,48.9, 79.8
"Lake County, South Dakota",46079,64.8 ,50.6, 78.3
"Livingston County, Illinois",17105,64.8 ,49.8, 78.8
"Midland County, Texas",48329,64.8 ,53.3, 75.8
"Orleans County, Vermont",50019,64.8 ,54.3, 75.4
"Poinsett County, Arkansas",05111,64.8 ,52.8, 76.5
"Riley County, Kansas",20161,64.8 ,53.0, 76.3
"Santa Rosa County, Florida",12113,64.8 ,53.5, 76.0
"Winston County, Alabama",01133,64.8 ,50.6, 78.3
"Blue Earth County, Minnesota",27013,64.7 ,53.0, 76.3
"Bond County, Illinois",17005,64.7 ,48.6, 79.7
"Cheshire County, New Hampshire",33005,64.7 ,54.0, 75.6
"Coffey County, Kansas",20031,64.7 ,49.9, 78.8
"Crook County, Wyoming",56011,64.7 ,52.4, 76.8
"Hamilton County, Tennessee",47065,64.7 ,53.5, 75.9
"Harrison County, West Virginia",54033,64.7 ,53.4, 75.9
"Lancaster County, Pennsylvania",42071,64.7 ,55.3, 73.9
"Maries County, Missouri",29125,64.7 ,49.8, 78.5
"Montrose County, Colorado",08085,64.7 ,52.6, 76.5
"Rockland County, New York",36087,64.7 ,54.4, 75.1
"Roscommon County, Michigan",26143,64.7 ,50.9, 77.9
"Teton County, Montana",30099,64.7 ,51.8, 77.1
"Upshur County, Texas",48459,64.7 ,49.2, 79.4
"Webster Parish, Louisiana",22119,64.7 ,51.4, 77.4
"Amite County, Mississippi",28005,64.6 ,51.3, 77.4
"Bexar County, Texas",48029,64.6 ,58.6, 70.4
"Bonneville County, Idaho",16019,64.6 ,53.5, 75.8
"Cheatham County, Tennessee",47021,64.6 ,49.2, 78.8
"Dawson County, Georgia",13085,64.6 ,51.2, 77.3
"Dewey County, Oklahoma",40043,64.6 ,49.6, 78.7
"Falls Church City, Virginia",51610,64.6 ,49.8, 78.7
"Franklin County, Nebraska",31061,64.6 ,50.6, 77.6
"Gillespie County, Texas",48171,64.6 ,48.3, 79.5
"Goodhue County, Minnesota",27049,64.6 ,53.0, 76.1
"Jackson County, Oregon",41029,64.6 ,56.7, 72.3
"Linn County, Missouri",29115,64.6 ,50.3, 78.1
"Madison County, Virginia",51113,64.6 ,50.1, 78.3
"Maricopa County, Arizona",04013,64.6 ,59.0, 70.2
"McMullen County, Texas",48311,64.6 ,48.2, 79.4
"Mineral County, Colorado",08079,64.6 ,48.4, 79.6
"Red River Parish, Louisiana",22081,64.6 ,49.3, 78.9
"Richland County, North Dakota",38077,64.6 ,52.6, 76.2
"Rutland County, Vermont",50021,64.6 ,54.4, 75.3
"Stark County, Illinois",17175,64.6 ,49.3, 78.9
"Tioga County, New York",36107,64.6 ,54.2, 74.9
"Waldo County, Maine",23027,64.6 ,54.9, 74.5
"Walton County, Georgia",13297,64.6 ,54.1, 74.9
"Wyandot County, Ohio",39175,64.6 ,51.0, 77.5
"Anderson County, Kansas",20003,64.5 ,50.7, 77.6
"Ascension Parish, Louisiana",22005,64.5 ,54.8, 73.9
"Baltimore County, Maryland",24005,64.5 ,55.5, 73.5
"Campbell County, South Dakota",46021,64.5 ,49.3, 78.6
"Chattahoochee County, Georgia",13053,64.5 ,49.1, 78.8
"Cowlitz County, Washington",53015,64.5 ,53.6, 75.4
"Dauphin County, Pennsylvania",42043,64.5 ,52.6, 75.8
"Douglas County, Nevada",32005,64.5 ,52.9, 76.1
"Elbert County, Colorado",08039,64.5 ,50.9, 77.3
"Grundy County, Missouri",29079,64.5 ,50.3, 77.9
"Jefferson County, Ohio",39081,64.5 ,53.3, 75.7
"Lincoln County, Oregon",41041,64.5 ,51.0, 77.5
"Nash County, North Carolina",37127,64.5 ,51.3, 77.0
"Perry County, Pennsylvania",42099,64.5 ,50.4, 77.9
"Putnam County, Illinois",17155,64.5 ,48.0, 79.5
"Raleigh County, West Virginia",54081,64.5 ,53.7, 75.6
"Roberts County, Texas",48393,64.5 ,48.5, 79.6
"Storey County, Nevada",32029,64.5 ,49.7, 78.3
"Thomas County, Kansas",20193,64.5 ,50.2, 77.7
"Charles Mix County, South Dakota",46023,64.4 ,50.3, 77.8
"Charleston County, South Carolina",45019,64.4 ,54.8, 74.3
"Chenango County, New York",36017,64.4 ,53.8, 75.1
"Chester County, Pennsylvania",42029,64.4 ,54.9, 73.8
"Greenville County, South Carolina",45045,64.4 ,54.4, 74.6
"Herkimer County, New York",36043,64.4 ,53.3, 75.3
"Humboldt County, California",06023,64.4 ,51.1, 77.1
"Marshall County, Alabama",01095,64.4 ,52.0, 76.6
"McCormick County, South Carolina",45065,64.4 ,52.8, 75.8
"Meeker County, Minnesota",27093,64.4 ,52.0, 76.6
"Monroe County, Mississippi",28095,64.4 ,52.5, 76.0
"Ogemaw County, Michigan",26129,64.4 ,52.3, 75.9
"Perry County, Alabama",01105,64.4 ,50.3, 77.9
"Pottawatomie County, Kansas",20149,64.4 ,52.3, 76.3
"San Juan County, Washington",53055,64.4 ,51.6, 76.8
"Warrick County, Indiana",18173,64.4 ,51.4, 77.0
"Washington County, Illinois",17189,64.4 ,49.6, 78.5
"Washington County, Tennessee",47179,64.4 ,51.5, 77.0
"Webster County, Kentucky",21233,64.4 ,51.1, 77.2
"Worcester County, Massachusetts",25027,64.4 ,55.6, 73.5
"Caddo Parish, Louisiana",22017,64.3 ,54.4, 74.2
"Calaveras County, California",06009,64.3 ,49.8, 78.0
"Fentress County, Tennessee",47049,64.3 ,50.0, 77.8
"Forsyth County, Georgia",13117,64.3 ,53.5, 74.8
"Greene County, Missouri",29077,64.3 ,54.0, 74.6
"Holt County, Missouri",29087,64.3 ,49.8, 77.9
"Kent County, Delaware",10001,64.3 ,56.4, 72.1
"Lewis County, Missouri",29111,64.3 ,49.8, 77.9
"Lorain County, Ohio",39093,64.3 ,54.0, 74.4
"Mathews County, Virginia",51115,64.3 ,51.1, 76.9
"Mesa County, Colorado",08077,64.3 ,53.3, 75.6
"Mobile County, Alabama",01097,64.3 ,54.2, 74.3
"Morris County, Texas",48343,64.3 ,48.2, 79.1
"Newton County, Texas",48351,64.3 ,50.0, 78.0
"Oklahoma County, Oklahoma",40109,64.3 ,55.9, 72.9
"San Juan County, Colorado",08111,64.3 ,48.8, 78.7
"Sullivan County, New Hampshire",33019,64.3 ,53.7, 75.3
"Van Wert County, Ohio",39161,64.3 ,51.1, 76.7
"Washington County, Oklahoma",40147,64.3 ,51.7, 76.6
"Auglaize County, Ohio",39011,64.2 ,51.9, 76.3
"Blaine County, Nebraska",31009,64.2 ,49.5, 77.9
"Butler County, Nebraska",31023,64.2 ,52.0, 76.0
"Chippewa County, Wisconsin",55017,64.2 ,50.0, 77.6
"Crawford County, Georgia",13079,64.2 ,49.8, 77.8
"DeKalb County, Illinois",17037,64.2 ,52.2, 75.5
"Dillon County, South Carolina",45033,64.2 ,52.4, 75.9
"Fayette County, Tennessee",47047,64.2 ,50.5, 77.2
"Guthrie County, Iowa",19077,64.2 ,50.7, 77.0
"Kearney County, Nebraska",31099,64.2 ,50.9, 77.0
"Lincoln County, Tennessee",47103,64.2 ,49.9, 77.8
"Marshall County, Illinois",17123,64.2 ,48.2, 79.0
"Nevada County, Arkansas",05099,64.2 ,49.8, 78.0
"Otter Tail County, Minnesota",27111,64.2 ,55.3, 73.2
"Pike County, Illinois",17149,64.2 ,49.4, 78.4
"Pinellas County, Florida",12103,64.2 ,55.5, 72.7
"Polk County, Wisconsin",55095,64.2 ,50.7, 77.2
"Sullivan County, Indiana",18153,64.2 ,52.5, 75.4
"Summers County, West Virginia",54089,64.2 ,50.4, 77.3
"Walworth County, Wisconsin",55127,64.2 ,50.6, 77.0
"Beaufort County, North Carolina",37013,64.1 ,50.4, 77.2
"Berkshire County, Massachusetts",25003,64.1 ,51.8, 76.3
"Carter County, Tennessee",47019,64.1 ,51.3, 76.4
"Christian County, Illinois",17021,64.1 ,49.4, 77.5
"Clark County, Kansas",20025,64.1 ,49.2, 78.0
"Clay County, Mississippi",28025,64.1 ,50.1, 77.3
"Franklin County, Kansas",20059,64.1 ,51.3, 76.3
"Grady County, Oklahoma",40051,64.1 ,53.0, 74.9
"Greene County, Tennessee",47059,64.1 ,53.6, 74.2
"Hardin County, Iowa",19083,64.1 ,51.3, 76.6
"Larue County, Kentucky",21123,64.1 ,51.0, 76.5
"Lee County, Georgia",13177,64.1 ,50.0, 77.5
"Merrimack County, New Hampshire",33013,64.1 ,55.5, 72.5
"Newaygo County, Michigan",26123,64.1 ,51.3, 76.6
"Ottawa County, Kansas",20143,64.1 ,51.4, 76.2
"Perkins County, South Dakota",46105,64.1 ,48.8, 78.4
"Providence County, Rhode Island",44007,64.1 ,56.1, 72.3
"Ransom County, North Dakota",38073,64.1 ,50.7, 76.9
"Schoharie County, New York",36095,64.1 ,53.4, 74.9
"Taylor County, Texas",48441,64.1 ,49.9, 77.8
"Webster County, Iowa",19187,64.1 ,52.3, 75.8
"Atchison County, Kansas",20005,64.0 ,50.8, 76.7
"Broomfield County, Colorado",08014,64.0 ,51.3, 76.4
"Brunswick County, Virginia",51025,64.0 ,50.8, 76.5
"Calhoun County, Illinois",17013,64.0 ,47.6, 79.2
"Carlton County, Minnesota",27017,64.0 ,52.2, 75.7
"Cerro Gordo County, Iowa",19033,64.0 ,52.3, 75.5
"Columbia County, Florida",12023,64.0 ,51.6, 76.1
"Coweta County, Georgia",13077,64.0 ,51.6, 76.1
"Dallas County, Iowa",19049,64.0 ,53.5, 74.2
"Grant County, North Dakota",38037,64.0 ,50.0, 77.3
"Gregory County, South Dakota",46053,64.0 ,49.1, 78.2
"Hardin County, Ohio",39065,64.0 ,51.7, 76.2
"King George County, Virginia",51099,64.0 ,50.2, 77.2
"Missaukee County, Michigan",26113,64.0 ,49.6, 77.5
"Pamlico County, North Carolina",37137,64.0 ,47.8, 79.1
"Perry County, Missouri",29157,64.0 ,50.0, 77.2
"Sitka Borough, Alaska",02220,64.0 ,50.2, 77.3
"Ste. Genevieve County, Missouri",29186,64.0 ,49.6, 77.5
"Wheeler County, Oregon",41069,64.0 ,47.6, 79.1
"Wyoming County, New York",36121,64.0 ,53.5, 74.9
"Barton County, Kansas",20009,63.9 ,51.8, 75.8
"Calcasieu Parish, Louisiana",22019,63.9 ,52.0, 75.6
"Calhoun County, Michigan",26025,63.9 ,51.7, 76.1
"Cameron County, Pennsylvania",42023,63.9 ,48.4, 78.2
"Cocke County, Tennessee",47029,63.9 ,51.7, 75.7
"Fairfax County, Virginia",51059,63.9 ,55.7, 72.1
"Fannin County, Georgia",13111,63.9 ,50.1, 76.9
"Fayette County, Ohio",39047,63.9 ,51.5, 75.7
"Foster County, North Dakota",38031,63.9 ,50.0, 77.2
"Fulton County, Pennsylvania",42057,63.9 ,49.0, 78.2
"Grant County, Arkansas",05053,63.9 ,48.5, 78.3
"Harvey County, Kansas",20079,63.9 ,51.3, 76.0
"Lexington City, Virginia",51678,63.9 ,48.3, 78.4
"Logan County, Illinois",17107,63.9 ,48.5, 78.3
"Onslow County, North Carolina",37133,63.9 ,53.8, 73.7
"Sevier County, Tennessee",47155,63.9 ,50.5, 76.9
"Shackelford County, Texas",48417,63.9 ,47.7, 78.9
"Solano County, California",06095,63.9 ,54.8, 72.7
"Utah County, Utah",49049,63.9 ,55.7, 72.0
"Weber County, Utah",49057,63.9 ,55.0, 72.9
"Wilkin County, Minnesota",27167,63.9 ,49.6, 77.5
"Alpine County, California",06003,63.8 ,47.5, 78.9
"Anson County, North Carolina",37007,63.8 ,48.3, 78.3
"Appomattox County, Virginia",51011,63.8 ,50.0, 76.8
"Barrow County, Georgia",13013,63.8 ,50.3, 76.8
"Chautauqua County, New York",36013,63.8 ,53.1, 74.4
"Cimarron County, Oklahoma",40025,63.8 ,48.1, 78.7
"El Dorado County, California",06017,63.8 ,55.1, 72.3
"Gregg County, Texas",48183,63.8 ,48.1, 78.4
"Jackson County, Illinois",17077,63.8 ,48.9, 77.7
"Jackson County, Texas",48239,63.8 ,49.3, 77.5
"Jones County, Georgia",13169,63.8 ,49.6, 77.2
"Juab County, Utah",49023,63.8 ,50.1, 76.8
"Kenosha County, Wisconsin",55059,63.8 ,54.1, 73.0
"Lake County, Florida",12069,63.8 ,53.6, 74.0
"McLean County, Kentucky",21149,63.8 ,49.4, 77.6
"McLennan County, Texas",48309,63.8 ,52.8, 74.4
"Newton County, Indiana",18111,63.8 ,49.0, 78.0
"Northumberland County, Pennsylvania",42097,63.8 ,50.5, 76.6
"Parker County, Texas",48367,63.8 ,53.6, 73.5
"Pawnee County, Kansas",20145,63.8 ,49.7, 77.2
"Perquimans County, North Carolina",37143,63.8 ,49.3, 77.5
"Smith County, Kansas",20183,63.8 ,48.3, 78.1
"Spartanburg County, South Carolina",45083,63.8 ,54.2, 73.5
"Ulster County, New York",36111,63.8 ,53.2, 74.6
"Bent County, Colorado",08011,63.7 ,47.8, 78.5
"Brown County, Ohio",39015,63.7 ,51.3, 75.8
"Cambria County, Pennsylvania",42021,63.7 ,52.5, 74.3
"DeSoto County, Mississippi",28033,63.7 ,51.7, 75.6
"Franklin County, Pennsylvania",42055,63.7 ,54.4, 72.7
"Gilmer County, West Virginia",54021,63.7 ,48.7, 77.7
"Grand County, Utah",49019,63.7 ,50.4, 76.4
"Grant County, West Virginia",54023,63.7 ,50.1, 76.6
"Greene County, Ohio",39057,63.7 ,53.0, 74.0
"Jefferson County, Oregon",41031,63.7 ,50.3, 76.5
"Lee County, Mississippi",28081,63.7 ,52.5, 75.1
"Lyon County, Minnesota",27083,63.7 ,51.1, 75.8
"McPherson County, South Dakota",46089,63.7 ,48.1, 78.4
"Miner County, South Dakota",46097,63.7 ,48.6, 77.9
"Perry County, Illinois",17145,63.7 ,49.5, 77.2
"Phillips County, Kansas",20147,63.7 ,49.7, 76.9
"Sauk County, Wisconsin",55111,63.7 ,50.4, 76.6
"Skamania County, Washington",53059,63.7 ,51.1, 75.8
"Trousdale County, Tennessee",47169,63.7 ,48.4, 78.0
"Wabash County, Indiana",18169,63.7 ,48.9, 77.4
"West Baton Rouge Parish, Louisiana",22121,63.7 ,48.8, 77.6
"Westmoreland County, Virginia",51193,63.7 ,49.6, 76.9
"Winnebago County, Illinois",17201,63.7 ,51.6, 75.6
"Antelope County, Nebraska",31003,63.6 ,51.2, 75.7
"Berks County, Pennsylvania",42011,63.6 ,55.0, 71.8
"Boyle County, Kentucky",21021,63.6 ,48.5, 77.9
"Brule County, South Dakota",46015,63.6 ,48.7, 77.7
"Cass County, Illinois",17017,63.6 ,48.1, 78.5
"Covington City, Virginia",51580,63.6 ,47.5, 78.7
"Delaware County, Indiana",18035,63.6 ,51.3, 75.6
"Fall River County, South Dakota",46047,63.6 ,49.5, 77.1
"Fillmore County, Nebraska",31059,63.6 ,50.3, 76.5
"Gosper County, Nebraska",31073,63.6 ,48.9, 77.7
"Hancock County, Mississippi",28045,63.6 ,50.1, 76.8
"Hinds County, Mississippi",28049,63.6 ,52.6, 75.0
"Kankakee County, Illinois",17091,63.6 ,50.2, 76.6
"Livingston County, New York",36051,63.6 ,54.0, 73.2
"Monroe County, Indiana",18105,63.6 ,51.5, 75.5
"Montgomery County, Maryland",24031,63.6 ,55.8, 71.5
"Osborne County, Kansas",20141,63.6 ,49.0, 77.2
"Oswego County, New York",36075,63.6 ,52.3, 74.8
"Preston County, West Virginia",54077,63.6 ,51.5, 75.6
"Suffolk County, Massachusetts",25025,63.6 ,53.9, 73.5
"Taylor County, West Virginia",54091,63.6 ,50.0, 76.6
"Winona County, Minnesota",27169,63.6 ,55.2, 71.7
"Boone County, Indiana",18011,63.5 ,51.3, 75.3
"Camp County, Texas",48063,63.5 ,47.4, 78.6
"Crawford County, Pennsylvania",42039,63.5 ,50.2, 76.2
"Daniels County, Montana",30019,63.5 ,48.5, 77.6
"Fairbanks North Star, Alaska",02090,63.5 ,52.7, 74.5
"Gallatin County, Kentucky",21077,63.5 ,48.6, 77.5
"Henry County, Iowa",19087,63.5 ,51.0, 76.0
"Henry County, Missouri",29083,63.5 ,48.6, 77.7
"Humphreys County, Tennessee",47085,63.5 ,48.5, 77.7
"Lawrence County, South Dakota",46081,63.5 ,50.1, 76.4
"Lincoln County, Nebraska",31111,63.5 ,53.1, 74.3
"Marlboro County, South Carolina",45069,63.5 ,51.6, 75.4
"Montgomery County, Virginia",51121,63.5 ,51.5, 75.4
"Schuyler County, New York",36097,63.5 ,52.5, 74.7
"Union County, Kentucky",21225,63.5 ,49.1, 77.1
"Wabash County, Illinois",17185,63.5 ,47.3, 78.4
"Westchester County, New York",36119,63.5 ,54.8, 72.2
"Wood County, West Virginia",54107,63.5 ,52.5, 74.7
"Alcorn County, Mississippi",28003,63.4 ,50.1, 76.1
"Austin County, Texas",48015,63.4 ,48.5, 77.5
"Borden County, Texas",48033,63.4 ,47.0, 78.5
"Brown County, Minnesota",27015,63.4 ,50.9, 75.5
"Cherokee County, North Carolina",37039,63.4 ,50.5, 76.0
"Dickson County, Tennessee",47043,63.4 ,48.5, 77.5
"Essex County, New York",36031,63.4 ,52.0, 75.0
"Essex County, Vermont",50009,63.4 ,51.6, 75.0
"Fannin County, Texas",48147,63.4 ,47.6, 78.4
"Geary County, Kansas",20061,63.4 ,50.7, 75.7
"Gibson County, Tennessee",47053,63.4 ,50.4, 75.9
"Goochland County, Virginia",51075,63.4 ,48.6, 77.4
"Grant County, South Dakota",46051,63.4 ,48.8, 77.1
"Hickman County, Tennessee",47081,63.4 ,48.7, 77.2
"Iowa County, Wisconsin",55049,63.4 ,48.7, 77.2
"LaMoure County, North Dakota",38045,63.4 ,50.7, 75.9
"Lamar County, Mississippi",28073,63.4 ,50.6, 75.7
"Lucas County, Ohio",39095,63.4 ,58.8, 68.0
"Lyon County, Kansas",20111,63.4 ,51.4, 75.3
"Oldham County, Texas",48359,63.4 ,47.1, 78.6
"Rains County, Texas",48379,63.4 ,47.3, 78.4
"Rock Island County, Illinois",17161,63.4 ,53.0, 73.6
"Roosevelt County, Montana",30085,63.4 ,51.9, 74.9
"San Jacinto County, Texas",48407,63.4 ,48.8, 77.2
"Stark County, Ohio",39151,63.4 ,54.2, 72.6
"Swain County, North Carolina",37173,63.4 ,49.0, 77.2
"Walker County, Alabama",01127,63.4 ,52.1, 74.6
"Waseca County, Minnesota",27161,63.4 ,49.8, 76.5
"Washington County, Kansas",20201,63.4 ,49.9, 76.4
"Becker County, Minnesota",27005,63.3 ,51.8, 74.9
"Brazos County, Texas",48041,63.3 ,52.5, 74.1
"Brown County, Illinois",17009,63.3 ,48.7, 77.2
"Canadian County, Oklahoma",40017,63.3 ,52.1, 74.4
"Douglas County, Illinois",17041,63.3 ,47.5, 78.0
"Henry County, Georgia",13151,63.3 ,51.8, 74.6
"Jackson County, Minnesota",27063,63.3 ,51.2, 74.8
"Jefferson County, West Virginia",54037,63.3 ,51.0, 75.3
"Kalawao County, Hawaii",15005,63.3 ,47.0, 78.6
"Lamar County, Alabama",01075,63.3 ,50.5, 75.5
"Lancaster County, South Carolina",45057,63.3 ,52.0, 74.4
"Lincoln County, Washington",53043,63.3 ,50.8, 75.5
"Monroe County, Alabama",01099,63.3 ,48.9, 77.0
"Morgan County, Kentucky",21175,63.3 ,50.6, 75.8
"Randolph County, West Virginia",54083,63.3 ,51.1, 75.3
"Red River County, Texas",48387,63.3 ,47.2, 78.3
"Rockbridge County, Virginia",51163,63.3 ,53.8, 72.6
"Throckmorton County, Texas",48447,63.3 ,47.4, 78.4
"Treasure County, Montana",30103,63.3 ,48.1, 77.5
"Washington County, Maryland",24043,63.3 ,53.1, 73.9
"Washington County, Utah",49053,63.3 ,52.8, 74.2
"Will County, Illinois",17197,63.3 ,53.9, 72.7
"Winneshiek County, Iowa",19191,63.3 ,50.4, 75.8
"Yellowstone County, Montana",30111,63.3 ,52.7, 74.4
"Box Elder County, Utah",49003,63.2 ,52.1, 74.3
"Cabarrus County, North Carolina",37025,63.2 ,52.0, 74.1
"Carbon County, Pennsylvania",42025,63.2 ,50.2, 75.6
"Comal County, Texas",48091,63.2 ,51.1, 74.6
"Crawford County, Michigan",26039,63.2 ,48.0, 77.5
"Delaware County, Oklahoma",40041,63.2 ,50.2, 75.8
"Deuel County, Nebraska",31049,63.2 ,48.9, 76.6
"Franklin County, Tennessee",47051,63.2 ,49.5, 76.5
"Freeborn County, Minnesota",27047,63.2 ,50.9, 75.5
"Iberia Parish, Louisiana",22045,63.2 ,51.5, 74.7
"Newton County, Mississippi",28101,63.2 ,49.2, 76.6
"Plaquemines Parish, Louisiana",22075,63.2 ,48.4, 77.2
"Traverse County, Minnesota",27155,63.2 ,48.5, 77.0
"Trimble County, Kentucky",21223,63.2 ,47.9, 77.7
"Turner County, South Dakota",46125,63.2 ,48.8, 77.0
"Watonwan County, Minnesota",27165,63.2 ,50.3, 75.9
"Waynesboro City, Virginia",51820,63.2 ,50.1, 75.8
"Wilson County, North Carolina",37195,63.2 ,53.5, 72.5
"Blaine County, Idaho",16013,63.1 ,49.8, 75.9
"Bryan County, Oklahoma",40013,63.1 ,50.2, 75.6
"Burke County, North Dakota",38013,63.1 ,49.5, 76.2
"Carroll County, Tennessee",47017,63.1 ,49.3, 76.3
"Coffee County, Tennessee",47031,63.1 ,49.6, 76.2
"Frederick County, Virginia",51069,63.1 ,50.9, 75.2
"Giles County, Virginia",51071,63.1 ,49.4, 76.1
"Glynn County, Georgia",13127,63.1 ,50.3, 75.6
"Hardin County, Kentucky",21093,63.1 ,54.2, 71.8
"Harrison County, Missouri",29081,63.1 ,48.9, 76.6
"Knox County, Illinois",17095,63.1 ,49.6, 76.2
"Missoula County, Montana",30063,63.1 ,51.8, 74.6
"Osceola County, Iowa",19143,63.1 ,48.7, 77.0
"Otsego County, New York",36077,63.1 ,52.3, 74.0
"Petersburg Census Area, Alaska",02195,63.1 ,49.3, 76.5
"Phillips County, Arkansas",05107,63.1 ,53.2, 72.7
"Reno County, Kansas",20155,63.1 ,51.8, 74.2
"San Francisco County, California",06075,63.1 ,53.7, 72.1
"Schuyler County, Missouri",29197,63.1 ,48.6, 76.8
"Thomas County, Nebraska",31171,63.1 ,48.5, 77.0
"Traill County, North Dakota",38097,63.1 ,50.1, 75.8
"Trumbull County, Ohio",39155,63.1 ,52.6, 73.5
"Walla Walla County, Washington",53071,63.1 ,51.7, 74.4
"Avoyelles Parish, Louisiana",22009,63.0 ,50.0, 75.5
"Baca County, Colorado",08009,63.0 ,47.0, 78.2
"Bear Lake County, Idaho",16007,63.0 ,48.9, 76.4
"Bedford City and County, Virginia",51917,63.0 ,52.5, 73.3
"Etowah County, Alabama",01055,63.0 ,51.2, 74.6
"Fisher County, Texas",48151,63.0 ,47.0, 78.2
"Gratiot County, Michigan",26057,63.0 ,48.6, 76.5
"Grays Harbor County, Washington",53027,63.0 ,52.6, 73.1
"Itawamba County, Mississippi",28057,63.0 ,49.7, 75.9
"Jackson County, Florida",12063,63.0 ,51.1, 74.8
"Jasper County, Mississippi",28061,63.0 ,48.3, 76.8
"Jo Daviess County, Illinois",17085,63.0 ,48.0, 76.8
"Johnson County, Kentucky",21115,63.0 ,48.6, 76.7
"Johnson County, Tennessee",47091,63.0 ,48.9, 76.4
"Laurens County, South Carolina",45059,63.0 ,52.1, 74.0
"Livingston Parish, Louisiana",22063,63.0 ,52.0, 73.7
"Logan County, Nebraska",31113,63.0 ,47.5, 77.4
"Morgan County, West Virginia",54065,63.0 ,49.4, 75.9
"Pickens County, Alabama",01107,63.0 ,49.6, 75.8
"Plymouth County, Iowa",19149,63.0 ,49.9, 75.5
"Pulaski County, Indiana",18131,63.0 ,48.2, 76.9
"Richland County, Illinois",17159,63.0 ,47.6, 77.3
"Schoolcraft County, Michigan",26153,63.0 ,47.2, 77.6
"Shelby County, Missouri",29205,63.0 ,47.7, 77.5
"Sherman County, Oregon",41055,63.0 ,47.5, 77.3
"Travis County, Texas",48453,63.0 ,55.4, 70.7
"Van Buren County, Michigan",26159,63.0 ,49.9, 75.7
"Adams County, Iowa",19003,62.9 ,48.3, 76.6
"Bucks County, Pennsylvania",42017,62.9 ,53.2, 72.3
"Calhoun County, South Carolina",45017,62.9 ,49.1, 76.2
"Cattaraugus County, New York",36009,62.9 ,52.3, 73.6
"Chilton County, Alabama",01021,62.9 ,51.1, 74.4
"Clarion County, Pennsylvania",42031,62.9 ,51.9, 73.4
"Florence County, Wisconsin",55037,62.9 ,48.0, 77.2
"Grant County, Indiana",18053,62.9 ,50.5, 75.0
"Harris County, Georgia",13145,62.9 ,49.8, 75.6
"Huntingdon County, Pennsylvania",42061,62.9 ,47.8, 77.1
"Indian River County, Florida",12061,62.9 ,52.9, 72.7
"Keith County, Nebraska",31101,62.9 ,51.0, 74.7
"Lafayette County, Mississippi",28071,62.9 ,50.1, 75.5
"Llano County, Texas",48299,62.9 ,46.6, 78.0
"Luzerne County, Pennsylvania",42079,62.9 ,59.3, 66.4
"Menominee County, Wisconsin",55078,62.9 ,48.9, 76.0
"Miami County, Ohio",39109,62.9 ,50.8, 74.6
"Norton County, Kansas",20137,62.9 ,48.5, 76.6
"Park County, Montana",30067,62.9 ,50.4, 75.3
"Sterling County, Texas",48431,62.9 ,46.7, 77.9
"Toombs County, Georgia",13279,62.9 ,49.2, 76.0
"Van Buren County, Tennessee",47175,62.9 ,47.0, 77.9
"Warren County, Pennsylvania",42123,62.9 ,48.2, 77.0
"Wayne County, Nebraska",31179,62.9 ,51.4, 74.6
"Alfalfa County, Oklahoma",40003,62.8 ,47.6, 77.2
"Arlington County, Virginia",51013,62.8 ,54.7, 70.7
"Barber County, Kansas",20007,62.8 ,49.0, 76.2
"Barren County, Kentucky",21009,62.8 ,49.5, 75.6
"Boulder County, Colorado",08013,62.8 ,52.1, 73.9
"Brown County, Wisconsin",55009,62.8 ,50.9, 74.6
"Edgar County, Illinois",17045,62.8 ,47.4, 77.2
"Fredericksburg City, Virginia",51630,62.8 ,49.7, 75.4
"Gage County, Nebraska",31067,62.8 ,51.4, 74.4
"Habersham County, Georgia",13137,62.8 ,49.3, 75.7
"Howard County, Indiana",18067,62.8 ,50.0, 75.1
"Jennings County, Indiana",18079,62.8 ,49.5, 75.9
"Jones County, North Carolina",37103,62.8 ,47.3, 77.5
"Kingman County, Kansas",20095,62.8 ,49.2, 75.8
"Lake County, Minnesota",27075,62.8 ,48.0, 76.7
"Lewis County, New York",36049,62.8 ,51.2, 74.1
"Marshall County, South Dakota",46091,62.8 ,47.8, 76.9
"Menard County, Illinois",17129,62.8 ,46.5, 77.9
"Rusk County, Wisconsin",55107,62.8 ,47.7, 76.9
"Siskiyou County, California",06093,62.8 ,47.7, 77.0
"Somervell County, Texas",48425,62.8 ,46.6, 78.1
"Thomas County, Georgia",13275,62.8 ,49.5, 75.7
"Valley County, Montana",30105,62.8 ,50.2, 75.2
"Wheeler County, Nebraska",31183,62.8 ,47.8, 76.8
"Barry County, Michigan",26015,62.7 ,49.7, 75.1
"Bureau County, Illinois",17011,62.7 ,47.6, 77.0
"Carroll County, Kentucky",21041,62.7 ,47.7, 76.9
